_link,_link_releases,_link_main,id,title,description,status,value_amount,value_currency,submissionTerms_electronicSubmissionPolicy
0.releases.3093.tender.lots.0,0.releases.3093,0,1,Hotel services of Two stars category in each District,Hotel service ,active,10000000,RWF,allowed
0.releases.3093.tender.lots.1,0.releases.3093,0,2,Hotel services of Three stars category in each District ,Hotel service ,active,10000000,RWF,allowed
0.releases.3093.tender.lots.2,0.releases.3093,0,3,Provision of lunch for MINAGRI Staff/ Hotel of minimum 2 stars Category  ,Provision lunch ,active,100000000,RWF,allowed
0.releases.3094.tender.lots.0,0.releases.3094,0,1,Supply of foods and materials for Munini transit center,,active,15000000,RWF,allowed
0.releases.3096.tender.lots.0,0.releases.3096,0,1,WASH kits,,active,31144000,RWF,allowed
0.releases.3096.tender.lots.1,0.releases.3096,0,2,Cloths,,active,5227500,RWF,allowed
0.releases.3096.tender.lots.2,0.releases.3096,0,3,School materials,,active,6860000,RWF,allowed
0.releases.3096.tender.lots.3,0.releases.3096,0,1,WASH kits,,active,31144000,RWF,allowed
0.releases.3096.tender.lots.4,0.releases.3096,0,2,Cloths,,active,5227500,RWF,allowed
0.releases.3096.tender.lots.5,0.releases.3096,0,3,School materials,,active,6860000,RWF,allowed
0.releases.3097.tender.lots.0,0.releases.3097,0,1,Rehabilitation and repair of damaged spots located on Rusizi– Buhinga - Tyazo Road,Rehabilitation and repair of damaged spots located on Rusizi– Buhinga - Tyazo Road,active,2922984375,RWF,allowed
0.releases.3098.tender.lots.0,0.releases.3098,0,1,Sport and Recreation for District and Sectors staff under framework agreement,Sport,active,12000000,RWF,allowed
0.releases.3098.tender.lots.1,0.releases.3098,0,1,Sport and Recreation for District and Sectors staff under framework agreement,Sport,active,12000000,RWF,allowed
0.releases.3099.tender.lots.0,0.releases.3099,0,1,Supply of stationery and computer consumables,,active,2000000,RWF,allowed
0.releases.3100.tender.lots.0,0.releases.3100,0,1,"Provision of hotel services (hiring of conference halls, workshops, trainings, accommodations, restaurants and receptions outside of Kigali (framework contract)","Provision of hotel services (hiring of conference halls, workshops, trainings, accommodations, restaurants and receptions outside of Kigali (framework contract)",active,18000000,RWF,allowed
0.releases.3100.tender.lots.1,0.releases.3100,0,1,"Provision of hotel services (hiring of conference halls, workshops, trainings, accommodations, restaurants and receptions outside of Kigali (framework contract)","Provision of hotel services (hiring of conference halls, workshops, trainings, accommodations, restaurants and receptions outside of Kigali (framework contract)",active,18000000,RWF,allowed
0.releases.3101.tender.lots.0,0.releases.3101,0,1,"Provision of cleaning, dry cleaning and fumigation services under framework contract",,active,21600000,RWF,allowed
0.releases.3102.tender.lots.0,0.releases.3102,0,1,"Provision of cleaning, dry cleaning and fumigation services under framework contract",,active,21600000,RWF,allowed
0.releases.3103.tender.lots.0,0.releases.3103,0,1,Lot 1: Supply and installation of office chairs,,active,92039366,RWF,allowed
0.releases.3103.tender.lots.1,0.releases.3103,0,2,Lot 2: Supply and installation of office table,,active,111106656,RWF,allowed
0.releases.3103.tender.lots.2,0.releases.3103,0,1,Lot 1: Supply and installation of office chairs,,active,92039366,RWF,allowed
0.releases.3103.tender.lots.3,0.releases.3103,0,2,Lot 2: Supply and installation of office table,,active,111106656,RWF,allowed
0.releases.3104.tender.lots.0,0.releases.3104,0,1,PROVISION OF DIFFERENT SERVICES FOR RIB EVENTS,PROVISION OF SOUND SYSTEM SERVICES ,active,9000000,RWF,allowed
0.releases.3104.tender.lots.1,0.releases.3104,0,2,PROVISION OF DIFFERENT SERVICES FOR RIB EVENTS,RENTAL OF TV SCREENS ,active,6000000,RWF,allowed
0.releases.3105.tender.lots.0,0.releases.3105,0,1,Acquisition of sports equipment,,active,45853050,RWF,allowed
0.releases.3105.tender.lots.1,0.releases.3105,0,1,Acquisition of sports equipment,,active,45853050,RWF,allowed
0.releases.3106.tender.lots.0,0.releases.3106,0,1,Framework tender for USSD and SMS service provision,Framework tender for USSD and SMS service provision,active,15000000,RWF,allowed
0.releases.3107.tender.lots.0,0.releases.3107,0,1,"Annual framework tender for maintenance and assembly service of office equipments,chairs,table for Huye District","Annual framework tender for maintenance and assembly service of office equipments,chairs,table for Huye District",active,20000000,RWF,allowed
0.releases.3107.tender.lots.1,0.releases.3107,0,1,"Annual framework tender for maintenance and assembly service of office equipments,chairs,table for Huye District","Annual framework tender for maintenance and assembly service of office equipments,chairs,table for Huye District",active,20000000,RWF,allowed
0.releases.3108.tender.lots.0,0.releases.3108,0,1,Detailed study update and subsequent supervision for construction works of Rubengera Meteo Weather Station,Detailed study update and subsequent supervision for construction works of Rubengera Meteo Weather Station,active,12400000,RWF,allowed
0.releases.3108.tender.lots.1,0.releases.3108,0,1,Detailed study update and subsequent supervision for construction works of Rubengera Meteo Weather Station,Detailed study update and subsequent supervision for construction works of Rubengera Meteo Weather Station,active,12400000,RWF,allowed
0.releases.3108.tender.lots.2,0.releases.3108,0,1,Detailed study update and subsequent supervision for construction works of Rubengera Meteo Weather Station,Detailed study update and subsequent supervision for construction works of Rubengera Meteo Weather Station,active,12400000,RWF,allowed
0.releases.3108.tender.lots.3,0.releases.3108,0,1,Detailed study update and subsequent supervision for construction works of Rubengera Meteo Weather Station,Detailed study update and subsequent supervision for construction works of Rubengera Meteo Weather Station,active,12400000,RWF,allowed
0.releases.3109.tender.lots.0,0.releases.3109,0,1,"Supply of Specialized equipment in poultry, pig, and Rabbit",,active,150000000,RWF,allowed
0.releases.3110.tender.lots.0,0.releases.3110,0,1,Consultancy services for hiring VSM firms to conduct Live animals’ inspection at Kigali International Airport,"36,000,000",active,36000000,RWF,allowed
0.releases.3110.tender.lots.1,0.releases.3110,0,1,Consultancy services for hiring VSM firms to conduct Live animals’ inspection at Kigali International Airport,"36,000,000",active,36000000,RWF,allowed
0.releases.3111.tender.lots.0,0.releases.3111,0,1,Tender for Organizing Ceremonies,Tender for Organizing Ceremonies,active,1000000,RWF,allowed
0.releases.3113.tender.lots.0,0.releases.3113,0,1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,active,61425050,RWF,allowed
0.releases.3113.tender.lots.1,0.releases.3113,0,2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,active,61425050,RWF,allowed
0.releases.3113.tender.lots.2,0.releases.3113,0,3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,active,61425050,RWF,allowed
0.releases.3113.tender.lots.3,0.releases.3113,0,4,     Provision of Hotel Services to the Chamber of Deputies Western (LOT 4)                                                                                    Western LOT 4,Provision of Hotel Services to the Chamber of Deputies ,active,61425050,RWF,allowed
0.releases.3114.tender.lots.0,0.releases.3114,0,1,Construction Works of Gicumbi METEO Weather Station,Works,active,436428876,RWF,allowed
0.releases.3115.tender.lots.0,0.releases.3115,0,1,Supply of productive assets for skills development ( toolkits),,active,57400000,RWF,allowed
0.releases.3117.tender.lots.0,0.releases.3117,0,1,"Annual supply and installation of office furnitures to RRA (Meeting, Discussion and Conference Furnitures) (Framework contract).  ",,active,500000000,RWF,allowed
0.releases.3118.tender.lots.0,0.releases.3118,0,1,Full feasibility study for rehabilitation works of Miyove Health Center in Gicumbi District,Full feasibility study for rehabilitation works of Miyove Health Center in Gicumbi District,active,10000000,RWF,allowed
0.releases.3119.tender.lots.0,0.releases.3119,0,1,Insurance of mobile dryers,Insurance of mobile dryers,active,18000000,RWF,allowed
0.releases.3120.tender.lots.0,0.releases.3120,0,1,LotNo1,,active,,,allowed
0.releases.3122.tender.lots.0,0.releases.3122,0,1,Annual framework of Consultancy Services for carrying out and provision of the Environmental and Social Impact Assessment (EIA) for Different Construction Projects,Annual framework of Consultancy Services for carrying out and provision of the Environmental and Social Impact Assessment (EIA) for Different Construction Projects,active,3000000,RWF,allowed
0.releases.3123.tender.lots.0,0.releases.3123,0,1,Annual framework of Consultancy Services for carrying out and provision of the Environmental and Social Impact Assessment (EIA) for Different Construction Projects,Annual framework of Consultancy Services for carrying out and provision of the Environmental and Social Impact Assessment (EIA) for Different Construction Projects,active,3000000,RWF,allowed
0.releases.3124.tender.lots.0,0.releases.3124,0,1,nnnn,nnnn,active,360000000,RWF,allowed
0.releases.3125.tender.lots.0,0.releases.3125,0,1,nnnn,nnnn,active,360000000,RWF,allowed
0.releases.3126.tender.lots.0,0.releases.3126,0,1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,active,61425050,RWF,allowed
0.releases.3126.tender.lots.1,0.releases.3126,0,2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,active,61425050,RWF,allowed
0.releases.3126.tender.lots.2,0.releases.3126,0,3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,active,61425050,RWF,allowed
0.releases.3126.tender.lots.3,0.releases.3126,0,4,     Provision of Hotel Services to the Chamber of Deputies Western (LOT 4)                                                                                    Western LOT 4,Provision of Hotel Services to the Chamber of Deputies ,active,61425050,RWF,allowed
0.releases.3127.tender.lots.0,0.releases.3127,0,1,Annual framework of Consultancy Services for carrying out and provision of the Environmental and Social Impact Assessment (EIA) for Different Construction Projects,Annual framework of Consultancy Services for carrying out and provision of the Environmental and Social Impact Assessment (EIA) for Different Construction Projects,active,3000000,RWF,allowed
0.releases.3127.tender.lots.1,0.releases.3127,0,1,Annual framework of Consultancy Services for carrying out and provision of the Environmental and Social Impact Assessment (EIA) for Different Construction Projects,Annual framework of Consultancy Services for carrying out and provision of the Environmental and Social Impact Assessment (EIA) for Different Construction Projects,active,3000000,RWF,allowed
0.releases.3128.tender.lots.0,0.releases.3128,0,1,Supply of Office Stationaries for NESA staff under Framework agreement,,active,167000000,RWF,allowed
0.releases.3128.tender.lots.1,0.releases.3128,0,1,Supply of Office Stationaries for NESA staff under Framework agreement,,active,167000000,RWF,allowed
0.releases.3129.tender.lots.0,0.releases.3129,0,1,Supply and fix windows and doors in Classrooms with house furniture,,active,61657416,RWF,allowed
0.releases.3129.tender.lots.1,0.releases.3129,0,1,Supply and fix windows and doors in Classrooms with house furniture,,active,61657416,RWF,allowed
0.releases.3130.tender.lots.0,0.releases.3130,0,1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,active,61425050,RWF,allowed
0.releases.3130.tender.lots.1,0.releases.3130,0,2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,active,61425050,RWF,allowed
0.releases.3130.tender.lots.2,0.releases.3130,0,3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,active,61425050,RWF,allowed
0.releases.3130.tender.lots.3,0.releases.3130,0,4,     Provision of Hotel Services to the Chamber of Deputies Western (LOT 4)                                                                                    Western LOT 4,Provision of Hotel Services to the Chamber of Deputies ,active,61425050,RWF,allowed
0.releases.3131.tender.lots.0,0.releases.3131,0,1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,active,61425050,RWF,allowed
0.releases.3131.tender.lots.1,0.releases.3131,0,2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,active,61425050,RWF,allowed
0.releases.3131.tender.lots.2,0.releases.3131,0,3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,active,61425050,RWF,allowed
0.releases.3131.tender.lots.3,0.releases.3131,0,4,     Provision of Hotel Services to the Chamber of Deputies Western (LOT 4)                                                                                    Western LOT 4,Provision of Hotel Services to the Chamber of Deputies ,active,61425050,RWF,allowed
0.releases.3132.tender.lots.0,0.releases.3132,0,1,SUPPLY OF ICT EQUIPMENT,,active,19640000,RWF,allowed
0.releases.3132.tender.lots.1,0.releases.3132,0,1,SUPPLY OF ICT EQUIPMENT,,active,19640000,RWF,allowed
0.releases.3133.tender.lots.0,0.releases.3133,0,1,Supply of office furniture,,active,50000000,RWF,allowed
0.releases.3133.tender.lots.1,0.releases.3133,0,1,Supply of office furniture,,active,50000000,RWF,allowed
0.releases.3134.tender.lots.0,0.releases.3134,0,1,Production of graphic design and printing services and promotional materials ,Production of graphic design and printing services and promotional materials ,active,15000000,RWF,allowed
0.releases.3134.tender.lots.1,0.releases.3134,0,1,Production of graphic design and printing services and promotional materials ,Production of graphic design and printing services and promotional materials ,active,15000000,RWF,allowed
0.releases.3135.tender.lots.0,0.releases.3135,0,1,Provision of Veterinary Service through Veterinary Sanitary Mandate Animal Insemination and Vaccination Campaign,Sanitary Mandate,active,18000000,RWF,allowed
0.releases.3136.tender.lots.0,0.releases.3136,0,1,"Acquisition of spare parts for toilet, urinal, bathroom sink",,active,5000000,RWF,allowed
0.releases.3137.tender.lots.0,0.releases.3137,0,1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,active,61425050,RWF,allowed
0.releases.3137.tender.lots.1,0.releases.3137,0,2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,active,61425050,RWF,allowed
0.releases.3137.tender.lots.2,0.releases.3137,0,3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,active,61425050,RWF,allowed
0.releases.3137.tender.lots.3,0.releases.3137,0,4,     Provision of Hotel Services to the Chamber of Deputies Western (LOT 4)                                                                                    Western LOT 4,Provision of Hotel Services to the Chamber of Deputies ,active,61425050,RWF,allowed
0.releases.3138.tender.lots.0,0.releases.3138,0,1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,Provision of Hotel Services to the Chamber of Deputies  Northen   Lot  1,active,61425050,RWF,allowed
0.releases.3138.tender.lots.1,0.releases.3138,0,2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,Provision of Hotel Services to the Chamber of Deputies  Southern   Lot  2,active,61425050,RWF,allowed
0.releases.3138.tender.lots.2,0.releases.3138,0,3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,Provision of Hotel Services to the Chamber of Deputies Eastern  lot   3,active,61425050,RWF,allowed
0.releases.3138.tender.lots.3,0.releases.3138,0,4,     Provision of Hotel Services to the Chamber of Deputies Western (LOT 4)                                                                                    Western LOT 4,Provision of Hotel Services to the Chamber of Deputies ,active,61425050,RWF,allowed
0.releases.3140.tender.lots.0,0.releases.3140,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3140.tender.lots.1,0.releases.3140,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3140.tender.lots.2,0.releases.3140,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3140.tender.lots.3,0.releases.3140,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3140.tender.lots.4,0.releases.3140,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3140.tender.lots.5,0.releases.3140,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3140.tender.lots.6,0.releases.3140,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3140.tender.lots.7,0.releases.3140,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3140.tender.lots.8,0.releases.3140,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
0.releases.3141.tender.lots.0,0.releases.3141,0,1,Supply of construction materials for Kidahwe cell in Nyamiyaga Sector,,active,36650380,RWF,allowed
0.releases.3143.tender.lots.0,0.releases.3143,0,1,"Supplying clean water on 139.959km in Mukamira ,Rurembo, Karago, Kintobo and Rugera sectors from Mutera source in Nyabihu District ( Phase II)","Supplying clean water on 139.959km in Mukamira ,Rurembo, Karago, Kintobo and Rugera sectors from Mutera source in Nyabihu District ( Phase II)",active,4510364045,RWF,allowed
0.releases.3144.tender.lots.0,0.releases.3144,0,1,"Provision of hotel services (hiring of conference halls, workshops, trainings, accommodations, restaurants and receptions outside of Kigali (framework contract)","Provision of hotel services (hiring of conference halls, workshops, trainings, accommodations, restaurants and receptions outside of Kigali (framework contract)",active,18000000,RWF,allowed
0.releases.3144.tender.lots.1,0.releases.3144,0,1,"Provision of hotel services (hiring of conference halls, workshops, trainings, accommodations, restaurants and receptions outside of Kigali (framework contract)","Provision of hotel services (hiring of conference halls, workshops, trainings, accommodations, restaurants and receptions outside of Kigali (framework contract)",active,18000000,RWF,allowed
0.releases.3145.tender.lots.0,0.releases.3145,0,1,New classification,,active,15362200,RWF,allowed
0.releases.3147.tender.lots.0,0.releases.3147,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3147.tender.lots.1,0.releases.3147,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3147.tender.lots.2,0.releases.3147,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3147.tender.lots.3,0.releases.3147,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3147.tender.lots.4,0.releases.3147,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3147.tender.lots.5,0.releases.3147,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3147.tender.lots.6,0.releases.3147,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3147.tender.lots.7,0.releases.3147,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3147.tender.lots.8,0.releases.3147,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
0.releases.3148.tender.lots.0,0.releases.3148,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3148.tender.lots.1,0.releases.3148,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3148.tender.lots.2,0.releases.3148,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3148.tender.lots.3,0.releases.3148,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3148.tender.lots.4,0.releases.3148,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3148.tender.lots.5,0.releases.3148,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3148.tender.lots.6,0.releases.3148,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3148.tender.lots.7,0.releases.3148,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3148.tender.lots.8,0.releases.3148,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
0.releases.3149.tender.lots.0,0.releases.3149,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3149.tender.lots.1,0.releases.3149,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3149.tender.lots.2,0.releases.3149,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3149.tender.lots.3,0.releases.3149,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3149.tender.lots.4,0.releases.3149,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3149.tender.lots.5,0.releases.3149,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3149.tender.lots.6,0.releases.3149,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3149.tender.lots.7,0.releases.3149,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3149.tender.lots.8,0.releases.3149,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
0.releases.3150.tender.lots.0,0.releases.3150,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3150.tender.lots.1,0.releases.3150,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3150.tender.lots.2,0.releases.3150,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3150.tender.lots.3,0.releases.3150,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3150.tender.lots.4,0.releases.3150,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3150.tender.lots.5,0.releases.3150,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3150.tender.lots.6,0.releases.3150,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3150.tender.lots.7,0.releases.3150,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3150.tender.lots.8,0.releases.3150,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
0.releases.3151.tender.lots.0,0.releases.3151,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3151.tender.lots.1,0.releases.3151,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3151.tender.lots.2,0.releases.3151,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3151.tender.lots.3,0.releases.3151,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3151.tender.lots.4,0.releases.3151,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3151.tender.lots.5,0.releases.3151,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3151.tender.lots.6,0.releases.3151,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3151.tender.lots.7,0.releases.3151,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3151.tender.lots.8,0.releases.3151,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
0.releases.3152.tender.lots.0,0.releases.3152,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3152.tender.lots.1,0.releases.3152,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3152.tender.lots.2,0.releases.3152,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3152.tender.lots.3,0.releases.3152,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3152.tender.lots.4,0.releases.3152,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3152.tender.lots.5,0.releases.3152,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3152.tender.lots.6,0.releases.3152,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3152.tender.lots.7,0.releases.3152,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3152.tender.lots.8,0.releases.3152,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
0.releases.3153.tender.lots.0,0.releases.3153,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3153.tender.lots.1,0.releases.3153,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3153.tender.lots.2,0.releases.3153,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3153.tender.lots.3,0.releases.3153,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3153.tender.lots.4,0.releases.3153,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3153.tender.lots.5,0.releases.3153,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3153.tender.lots.6,0.releases.3153,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3153.tender.lots.7,0.releases.3153,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3153.tender.lots.8,0.releases.3153,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
0.releases.3154.tender.lots.0,0.releases.3154,0,1,Annual framework tender for provision of insurance of Huye district vehicles and motorcycles,Annual framework tender for provision of insurance of Huye district vehicles and motorcycles,active,7000000,RWF,allowed
0.releases.3154.tender.lots.1,0.releases.3154,0,1,Annual framework tender for provision of insurance of Huye district vehicles and motorcycles,Annual framework tender for provision of insurance of Huye district vehicles and motorcycles,active,7000000,RWF,allowed
0.releases.3155.tender.lots.0,0.releases.3155,0,5,Radio Services,Lot 5: Radio Services,active,20000000,RWF,allowed
0.releases.3155.tender.lots.1,0.releases.3155,0,6,TV Services,Lot 6: TV Services,active,40000000,RWF,allowed
0.releases.3155.tender.lots.2,0.releases.3155,0,1,Print Production & Installation,Lot 1 Print Production & Installation,active,70000000,RWF,allowed
0.releases.3155.tender.lots.3,0.releases.3155,0,2,Outdoor advertisement on Digital LED billboards,Lot2: Outdoor advertisement on Digital LED billboards,active,50000000,RWF,allowed
0.releases.3155.tender.lots.4,0.releases.3155,0,3,Conference Setup ,Lot 3. Conference Setup ,active,52000000,RWF,allowed
0.releases.3155.tender.lots.5,0.releases.3155,0,4,Events Media Coverage,Lot 4:  Events Media Coverage,active,50000000,RWF,allowed
0.releases.3155.tender.lots.6,0.releases.3155,0,7,Online media & Interactive,Lot 7: Online media & Interactive,active,40000000,RWF,allowed
0.releases.3155.tender.lots.7,0.releases.3155,0,8,Production of TV and Radio Spot ,Lot 8: Production of TV and Radio Spot  ,active,10000000,RWF,allowed
0.releases.3155.tender.lots.8,0.releases.3155,0,9,Simultaneous Interpretation in the Executive Meetings,Lot 9: Simultaneous Interpretation in the Executive Meetings ,active,10000000,RWF,allowed
