_link,_link_releases,_link_main,id,name,roles,identifier_scheme,identifier_id,identifier_legalName,address_streetAddress,address_locality,address_region,address_postalCode,address_countryName,contactPoint_name,contactPoint_email,contactPoint_telephone
0.releases.2407.parties.0,0.releases.2407,0,RW-RRA-PE-0deb6f3bbb4b2caedaf24e9f0cb6b7b5b7394e169df1f3037904e6a660c12988,UNIVERSITY OF RWANDA,"procuringEntity,buyer",TIN,RW-RRA-PE-0deb6f3bbb4b2caedaf24e9f0cb6b7b5b7394e169df1f3037904e6a660c12988,UNIVERSITY OF RWANDA,Gikondo Kigali,Gikondo Kigali,Gikondo Kigali,4285 Kigali,Rwanda,KAYITARE TENGERA FRANCOISE,dvc.fin@ur.ac.rw,0788405859
0.releases.2408.parties.0,0.releases.2408,0,RW-RRA-PE-73cd15ce1ddee6a087345226bf4eee95fdbe568c6c3d809005eb5b1cb2095a51,MIFOTRA,"procuringEntity,buyer",TIN,RW-RRA-PE-73cd15ce1ddee6a087345226bf4eee95fdbe568c6c3d809005eb5b1cb2095a51,MIFOTRA,Gasabo-Kigali,Gasabo-Kigali,Gasabo-Kigali,403,Rwanda,Clement Kabiligi,info@mifotra.gov.rw,"587540, 583371"
0.releases.2408.parties.1,0.releases.2408,0,RW-RRA-SUPLR-b12a4af1468cfd19ce8227a0d1986052ffd70a53ff36c09ca8d6c58b1bcf2eef,MAGASIN KAJAL,tenderer,TIN,RW-RRA-SUPLR-b12a4af1468cfd19ce8227a0d1986052ffd70a53ff36c09ca8d6c58b1bcf2eef,MAGASIN KAJAL,"14 KN 84 St, Nyarugenge, Kigali, Rwanda,",RWA,,"2079 Kigali, Rwanda",Rwanda,CHUNILAL GAUTAM KUMAR SHARMA,kajal2079@gmail.com,"0788322221, 0788666606, 0733666606"
0.releases.2408.parties.2,0.releases.2408,0,RW-RRA-SUPLR-9e1795aab1cbf4f6384796b72f9bc944a0d82a53602f362af551e59a689bc0fd,HI-FI TRADING SERVICES  LTD,tenderer,TIN,RW-RRA-SUPLR-9e1795aab1cbf4f6384796b72f9bc944a0d82a53602f362af551e59a689bc0fd,HI-FI TRADING SERVICES  LTD,"KIGALI,RWANDA",RWA,,4201,Rwanda,CHETANKUMAR PRATAPBHAI DODIA,hifiservices13@gmail.com,0787613626
0.releases.2408.parties.3,0.releases.2408,0,RW-RRA-SUPLR-c1a0c71782ecffbb9c279f56ab67e81fc3ce53b4d77d4dbcbf643ee6ca8c01f7,MELANO TRADING Ltd,tenderer,TIN,RW-RRA-SUPLR-c1a0c71782ecffbb9c279f56ab67e81fc3ce53b4d77d4dbcbf643ee6ca8c01f7,MELANO TRADING Ltd,"Remera, Kigali City",RWA,,,Rwanda,RWUBAKA Steven,melontradingltd@gmail.com,0788784361
0.releases.2408.parties.4,0.releases.2408,0,RW-RRA-SUPLR-09a79e0319f124661de4cfd24acafb0ab8d19401889780ad1862ceaa6c2dc151,SAWA AFRICAN Ltd,"tenderer,supplier",TIN,RW-RRA-SUPLR-09a79e0319f124661de4cfd24acafb0ab8d19401889780ad1862ceaa6c2dc151,SAWA AFRICAN Ltd,RWANDA- KIGALI,RWA,,4479 Kigali /RW,Rwanda,MAHMOUD SHAFEI ABOUELHAMD MAHMOUD,sawaafrican@gmail.com,788300458
0.releases.2408.parties.5,0.releases.2408,0,RW-RRA-SUPLR-ab795a4a293f195dbb44d48f22c101e16af37228b04485658fe0d74ef0834303,SIMPLE SOLUTIONS Ltd,tenderer,TIN,RW-RRA-SUPLR-ab795a4a293f195dbb44d48f22c101e16af37228b04485658fe0d74ef0834303,SIMPLE SOLUTIONS Ltd,Rwanda - Kigali - Gasabo - Remera,RWA,,,Rwanda,NKURUNZIZA  Eric,ericnkurunziza20@gmail.com,781931580
0.releases.2408.parties.6,0.releases.2408,0,RW-RRA-SUPLR-649ff28b7f9808102b579764f63d4458f1851cc9ec60fb12b7d1fcb8232f0c78,GOLDEN TECHNOLOGY HUB AND MANUFACTURING CO Ltd,tenderer,TIN,RW-RRA-SUPLR-649ff28b7f9808102b579764f63d4458f1851cc9ec60fb12b7d1fcb8232f0c78,GOLDEN TECHNOLOGY HUB AND MANUFACTURING CO Ltd,NYARUGENGE,RWA,,,Rwanda,BINTUNIMANA  Faustin,goldentechnology908@gmail.com,788359185
0.releases.2408.parties.7,0.releases.2408,0,RW-RRA-SUPLR-4ce98f3ad6124f25b0b9496f551e7c07c8fad6aea54137bf5fa8a872edfeafb0,Y AND YAEL BUSINESS Ltd,tenderer,TIN,RW-RRA-SUPLR-4ce98f3ad6124f25b0b9496f551e7c07c8fad6aea54137bf5fa8a872edfeafb0,Y AND YAEL BUSINESS Ltd,NYARUGENGE/MUHIMA,RWA,,,Rwanda,SHUKURU  Beatrice,shukubea20@gmail.com,"0788628760, 0788628760, 0788628760"
0.releases.2408.parties.8,0.releases.2408,0,RW-RRA-SUPLR-71e5078f766562f67edc0505b38992a32ec10a78f1088bd6ce8e8286731af96a,ONESUTAM Ltd,tenderer,TIN,RW-RRA-SUPLR-71e5078f766562f67edc0505b38992a32ec10a78f1088bd6ce8e8286731af96a,ONESUTAM Ltd,KIGALI-KICUKIRO-GASHARU,RWA,,,Rwanda,UMURERWA  Rachel,oneskigali@gmail.com,"0782027185, 0782788767"
0.releases.2408.parties.9,0.releases.2408,0,RW-RRA-SUPLR-1ef075576d1ac3bee63d06a76535a4b993e33ba43bbde02140c33a4ccfbab1e5,C&ABIMU Limited,tenderer,TIN,RW-RRA-SUPLR-1ef075576d1ac3bee63d06a76535a4b993e33ba43bbde02140c33a4ccfbab1e5,C&ABIMU Limited,KICUKIRO,RWA,,,Rwanda,UMUTONI  Chadia,umutonishadia@yahoo.com,783410668
0.releases.2408.parties.10,0.releases.2408,0,RW-RRA-SUPLR-814d29ab4b77a8262d617973dc9a975ccc0b0a07621e7070acad8aa9bd3118bf,LARENDE COMPANY Ltd,tenderer,TIN,RW-RRA-SUPLR-814d29ab4b77a8262d617973dc9a975ccc0b0a07621e7070acad8aa9bd3118bf,LARENDE COMPANY Ltd,KIMISAGARA/NYARUGENGE,RWA,,,Rwanda,NTARUKUNDO  Aimable,meboeng@gmail.com,"0788518936, 0788518936"
0.releases.2408.parties.11,0.releases.2408,0,RW-RRA-SUPLR-e2df046b0b6a165877772b3ffbcbc12974c7d29754a857a8c5a3e4c3de3fd827,WELLS ENERGY Ltd,tenderer,TIN,RW-RRA-SUPLR-e2df046b0b6a165877772b3ffbcbc12974c7d29754a857a8c5a3e4c3de3fd827,WELLS ENERGY Ltd,KIGALI-KICUKIRO,RWA,,,Rwanda,NIYONSHUTI KARABARANGA  Maurice,wellsenergyltd@gmail.com,788715699
0.releases.2408.parties.12,0.releases.2408,0,RW-RRA-SUPLR-7b86250fe4f8c9f6d14e3ae321ce42bc45b9e2997186aa54eb936a9683365894,BUILDERS ENGINEERING Ltd,tenderer,TIN,RW-RRA-SUPLR-7b86250fe4f8c9f6d14e3ae321ce42bc45b9e2997186aa54eb936a9683365894,BUILDERS ENGINEERING Ltd,Kigali-Rwanda,RWA,,1,Rwanda,IYAMUREMYE  Jean Luc,iyamujohn57@gmail.com,"788716679, 0788279412"
0.releases.2409.parties.0,0.releases.2409,0,RW-RRA-PE-8825daabe46e33fe1ba035aa2652914c084c7436b39f75b0042bc1552d284865,Rwanda Correctional Services (RCS),"procuringEntity,buyer",TIN,RW-RRA-PE-8825daabe46e33fe1ba035aa2652914c084c7436b39f75b0042bc1552d284865,Rwanda Correctional Services (RCS),Kigali,Kigali,Kigali,,Rwanda,Francis RUDAKEMWA,francis.rudakemwa@rcs.gov.rw,"0788312856, 0788312856"
0.releases.2409.parties.1,0.releases.2409,0,RW-RRA-SUPLR-5fc07c8b6d46dc77b371a8fa9116d1709982b2044840ee8cf54f910f4cbb1c4e,FOREFRONT SERVICES Ltd,"tenderer,supplier",TIN,RW-RRA-SUPLR-5fc07c8b6d46dc77b371a8fa9116d1709982b2044840ee8cf54f910f4cbb1c4e,FOREFRONT SERVICES Ltd,GASABO-KACYIRU,RWA,,2831,Rwanda,KANYESIGYE EMMANUEL,info@forefrontservices.rw,"0788370001, 0788834351"
0.releases.2410.parties.0,0.releases.2410,0,RW-RRA-PE-a4e9e6469b77273674387dc57c967e91d10c6b1a1ca7a53bcd3f31826746deef,Rwanda Public Procurement Authority,"procuringEntity,buyer",TIN,RW-RRA-PE-a4e9e6469b77273674387dc57c967e91d10c6b1a1ca7a53bcd3f31826746deef,Rwanda Public Procurement Authority,"KN 3, Av. Pension Plaza, 10th Kigali Rwanda","KN 3, Av. Pension Plaza, 10th Kigali Rwanda","KN 3, Av. Pension Plaza, 10th Kigali Rwanda",Kigali 4276,Rwanda,Jimmy Christian Byukusenge,jcbyukusenge@rppa.gov.rw,"0788309972, 0786582957"
0.releases.2410.parties.1,0.releases.2410,0,RW-RRA-SUPLR-dc5bdc1d03edf21e92e31b16c321254515efb7cd7db20e35f997303ecd921e44,EKAL COMPANY  LTD,tenderer,TIN,RW-RRA-SUPLR-dc5bdc1d03edf21e92e31b16c321254515efb7cd7db20e35f997303ecd921e44,EKAL COMPANY  LTD,NYARUGENGE,RWA,,119 KGL,Rwanda,KANANGA  Aloys,kanaloys1@yahoo.fr,"0788521052, 0738319009"
0.releases.2411.parties.0,0.releases.2411,0,RW-RRA-PE-a4e9e6469b77273674387dc57c967e91d10c6b1a1ca7a53bcd3f31826746deef,Rwanda Public Procurement Authority,"procuringEntity,buyer",TIN,RW-RRA-PE-a4e9e6469b77273674387dc57c967e91d10c6b1a1ca7a53bcd3f31826746deef,Rwanda Public Procurement Authority,"KN 3, Av. Pension Plaza, 10th Kigali Rwanda","KN 3, Av. Pension Plaza, 10th Kigali Rwanda","KN 3, Av. Pension Plaza, 10th Kigali Rwanda",Kigali 4276,Rwanda,Jimmy Christian Byukusenge,jcbyukusenge@rppa.gov.rw,"0788309972, 0786582957"
0.releases.2412.parties.0,0.releases.2412,0,RW-RRA-PE-73cd15ce1ddee6a087345226bf4eee95fdbe568c6c3d809005eb5b1cb2095a51,MIFOTRA,"procuringEntity,buyer",TIN,RW-RRA-PE-73cd15ce1ddee6a087345226bf4eee95fdbe568c6c3d809005eb5b1cb2095a51,MIFOTRA,Gasabo-Kigali,Gasabo-Kigali,Gasabo-Kigali,403,Rwanda,Clement Kabiligi,info@mifotra.gov.rw,"587540, 583371"
0.releases.2412.parties.1,0.releases.2412,0,RW-RRA-SUPLR-f85ac784a31ad1d2f7c18761cc9975cac16c58b734829dc63988a4d1f33d9d2c,CERCLESPORTIFDEKIGALI,"tenderer,supplier",TIN,RW-RRA-SUPLR-f85ac784a31ad1d2f7c18761cc9975cac16c58b734829dc63988a4d1f33d9d2c,CERCLESPORTIFDEKIGALI,NYARUGENGE,RWA,,,Rwanda,RUSANGANWA BAYIRO ADOLPHE,cerclesportifdekigali@gmail.com,0788664569
0.releases.2412.parties.2,0.releases.2412,0,RW-RRA-SUPLR-6eca4c16d2023ac20aa473d42347a3909847437fa77b9a04d9cfac940f693330,PRO SPORTS AGENCY Ltd,"tenderer,supplier",TIN,RW-RRA-SUPLR-6eca4c16d2023ac20aa473d42347a3909847437fa77b9a04d9cfac940f693330,PRO SPORTS AGENCY Ltd,"Kimironko,Kigali",RWA,,,Rwanda,NAMENYE B.  Patrick,prosportsagencyrwanda@gmail.com,"0788721234, 733321234"
0.releases.2413.parties.0,0.releases.2413,0,RW-RRA-PE-73cd15ce1ddee6a087345226bf4eee95fdbe568c6c3d809005eb5b1cb2095a51,MIFOTRA,"procuringEntity,buyer",TIN,RW-RRA-PE-73cd15ce1ddee6a087345226bf4eee95fdbe568c6c3d809005eb5b1cb2095a51,MIFOTRA,Gasabo-Kigali,Gasabo-Kigali,Gasabo-Kigali,403,Rwanda,Clement Kabiligi,info@mifotra.gov.rw,"587540, 583371"
0.releases.2413.parties.1,0.releases.2413,0,RW-RRA-SUPLR-f85ac784a31ad1d2f7c18761cc9975cac16c58b734829dc63988a4d1f33d9d2c,CERCLESPORTIFDEKIGALI,"tenderer,supplier",TIN,RW-RRA-SUPLR-f85ac784a31ad1d2f7c18761cc9975cac16c58b734829dc63988a4d1f33d9d2c,CERCLESPORTIFDEKIGALI,NYARUGENGE,RWA,,,Rwanda,RUSANGANWA BAYIRO ADOLPHE,cerclesportifdekigali@gmail.com,0788664569
0.releases.2413.parties.2,0.releases.2413,0,RW-RRA-SUPLR-6eca4c16d2023ac20aa473d42347a3909847437fa77b9a04d9cfac940f693330,PRO SPORTS AGENCY Ltd,"tenderer,supplier",TIN,RW-RRA-SUPLR-6eca4c16d2023ac20aa473d42347a3909847437fa77b9a04d9cfac940f693330,PRO SPORTS AGENCY Ltd,"Kimironko,Kigali",RWA,,,Rwanda,NAMENYE B.  Patrick,prosportsagencyrwanda@gmail.com,"0788721234, 733321234"
0.releases.2414.parties.0,0.releases.2414,0,RW-RRA-PE-9ab649299eab16cba15a2c60476629821149d605cdccc2a004b1c5e97e1ac44d,GICUMBI DISTRICT,"procuringEntity,buyer",TIN,RW-RRA-PE-9ab649299eab16cba15a2c60476629821149d605cdccc2a004b1c5e97e1ac44d,GICUMBI DISTRICT,GICUMBI,GICUMBI,GICUMBI,22,Rwanda,KIRENGA Moses,gicumbidistrict@gicumbi.gov.rw,4143
0.releases.2414.parties.1,0.releases.2414,0,RW-RRA-SUPLR-abaa45c05adc25b5799e56ba1d951f2e12a02e9949bba7ceb36d06ced7a6b499,NADALCOG Ltd,tenderer,TIN,RW-RRA-SUPLR-abaa45c05adc25b5799e56ba1d951f2e12a02e9949bba7ceb36d06ced7a6b499,NADALCOG Ltd,Nyarugenge Kigali,RWA,,897 KIGALI,Rwanda,MIZERO  Heritier,mizero155@gmail.com,0783071700
0.releases.2414.parties.2,0.releases.2414,0,RW-RRA-SUPLR-6bef01c7a2e69ada820260e51b9689ed1804cf88c03fe6520a9c659afb375e26,MUHICO Ltd,tenderer,TIN,RW-RRA-SUPLR-6bef01c7a2e69ada820260e51b9689ed1804cf88c03fe6520a9c659afb375e26,MUHICO Ltd,Kigali City_GASABO District_GATSATA Sector_KARURUMA Cell_NYAGASOZI Village,RWA,,316Kigali,Rwanda,MUKUNDENTE  Laetitia,muhicoltd1@gmail.com,"0788678705, 0788207144"
0.releases.2414.parties.3,0.releases.2414,0,RW-RRA-SUPLR-9c6bebca3a1fd79771fd01627b6f8e1e2d79f0e6656b0a4e2fff748594a80d56,RECCOSTEC Ltd,tenderer,TIN,RW-RRA-SUPLR-9c6bebca3a1fd79771fd01627b6f8e1e2d79f0e6656b0a4e2fff748594a80d56,RECCOSTEC Ltd,"Kimisagara, Nyarugenge, Umujyi wa Kigali, RWANDA",RWA,,,Rwanda,NSABIMANA  Wellars,eccotecltd@gmail.com,789517578
0.releases.2415.parties.0,0.releases.2415,0,RW-RRA-PE-a4e9e6469b77273674387dc57c967e91d10c6b1a1ca7a53bcd3f31826746deef,Rwanda Public Procurement Authority,"procuringEntity,buyer",TIN,RW-RRA-PE-a4e9e6469b77273674387dc57c967e91d10c6b1a1ca7a53bcd3f31826746deef,Rwanda Public Procurement Authority,"KN 3, Av. Pension Plaza, 10th Kigali Rwanda","KN 3, Av. Pension Plaza, 10th Kigali Rwanda","KN 3, Av. Pension Plaza, 10th Kigali Rwanda",Kigali 4276,Rwanda,Jimmy Christian Byukusenge,jcbyukusenge@rppa.gov.rw,"0788309972, 0786582957"
0.releases.2416.parties.0,0.releases.2416,0,RW-RRA-PE-e97ba1f02edae4b8ccaf0c4a003505b9a46c4d6f09f57c049a844d73affe1d70,NATIONAL IDENTIFICATION AGENCY(NIDA),"procuringEntity,buyer",TIN,RW-RRA-PE-e97ba1f02edae4b8ccaf0c4a003505b9a46c4d6f09f57c049a844d73affe1d70,NATIONAL IDENTIFICATION AGENCY(NIDA),kimihurura,kimihurura,kimihurura,3397,Rwanda,Josephine Mukesha,josephine.mukesha@nida.gov.rw,0788543899
0.releases.2416.parties.1,0.releases.2416,0,RW-RRA-SUPLR-f77dd7eca7a865edf7001f1eb8c1e17ca8ac76832804a1f71496045924ecdfe3,NIMEN GENERAL BUSINESS  LTD,"tenderer,supplier",TIN,RW-RRA-SUPLR-f77dd7eca7a865edf7001f1eb8c1e17ca8ac76832804a1f71496045924ecdfe3,NIMEN GENERAL BUSINESS  LTD,KIGALI-NYARUGENGE,RWA,,,Rwanda,NYIRANEZA NINSIMA EPPY,ninseppy@yahoo.com,0788322246
0.releases.2416.parties.2,0.releases.2416,0,RW-RRA-SUPLR-263bbd1ac6df8cc44b6bdd03e40ef297fe505615f0fdc67c699b7bbc4fb4cd99,BIG SIZE,tenderer,TIN,RW-RRA-SUPLR-263bbd1ac6df8cc44b6bdd03e40ef297fe505615f0fdc67c699b7bbc4fb4cd99,BIG SIZE,Kiyovu :,RWA,,,Rwanda,Adolphe  Niyibikora,007hitson@gmail.com,0788602907
0.releases.2416.parties.3,0.releases.2416,0,RW-RRA-SUPLR-1c12b3cf8a45a0d16b24e9a9c97fe931e5eb9bc3eb274e11ed0a4f25da48f455,NEPOMSCENE BUSINESS COMPANY  LTD,tenderer,TIN,RW-RRA-SUPLR-1c12b3cf8a45a0d16b24e9a9c97fe931e5eb9bc3eb274e11ed0a4f25da48f455,NEPOMSCENE BUSINESS COMPANY  LTD,"NYAMAGABE District,Gasaka Sector",RWA,,,Rwanda,HAVUGIMANA  Jean Nepomscene,nbchvgmn@gmail.com,0788475217
0.releases.2416.parties.4,0.releases.2416,0,RW-RRA-SUPLR-709dc0a31661f0608d2c1855df0185c5d489cd123f41c0c130871126da41515e,MERCO Ltd,tenderer,TIN,RW-RRA-SUPLR-709dc0a31661f0608d2c1855df0185c5d489cd123f41c0c130871126da41515e,MERCO Ltd,Nyarugenge,RWA,,,Rwanda,USANIWABO  Jeanne Mbungo,uwasecoco@gmail.com,"788301261, 0788301261, 0788301261"
0.releases.2416.parties.5,0.releases.2416,0,RW-RRA-SUPLR-c8be70923f23b1894ce0293ff59526aba8e76df3c086f5e5f5d34ec60914788a,NIIB GENERAL SUPPLY Ltd,tenderer,TIN,RW-RRA-SUPLR-c8be70923f23b1894ce0293ff59526aba8e76df3c086f5e5f5d34ec60914788a,NIIB GENERAL SUPPLY Ltd,NYARUGENGE,RWA,,,Rwanda,TUMUKUNDE  Antoinette,niibsupply@gmail.com,781276381
0.releases.2416.parties.6,0.releases.2416,0,RW-RRA-SUPLR-95159e6b0ea42e625013f9803a958be1f30e40ebff48bf3d97f75be6c3afe5c8,NEXTGEN DYNAMICS Ltd,tenderer,TIN,RW-RRA-SUPLR-95159e6b0ea42e625013f9803a958be1f30e40ebff48bf3d97f75be6c3afe5c8,NEXTGEN DYNAMICS Ltd,"Gasabo,Remera ,umujyi wa Kigali",RWA,,,Rwanda,NZEYIMANA  Thierry,nze.thierry2016@gmail.com,783722385
0.releases.2416.parties.7,0.releases.2416,0,RW-RRA-SUPLR-a86d8ed4631192e4ed6b2f197513e72547faafc45bb7e93f3531ea4212533084,HIGH SOLUTIONS N&F Ltd,tenderer,TIN,RW-RRA-SUPLR-a86d8ed4631192e4ed6b2f197513e72547faafc45bb7e93f3531ea4212533084,HIGH SOLUTIONS N&F Ltd,MURAMBI RULINDO,RWA,,,Rwanda,DUSABEMARIYA  Francoise,francoisedusabemariyafrane@gmail.co,732673341
0.releases.2416.parties.8,0.releases.2416,0,RW-RRA-SUPLR-063a8eb45fd1d92149dc50291b868a2fba7921430009cb63b1b2591c3f4efbf4,SPIRING  GENERAL BUSINESS SUPPLY Ltd,tenderer,TIN,RW-RRA-SUPLR-063a8eb45fd1d92149dc50291b868a2fba7921430009cb63b1b2591c3f4efbf4,SPIRING  GENERAL BUSINESS SUPPLY Ltd,"Kigali, Nyarugenge, Muhima",RWA,,,Rwanda,RUDASINGWA  Olivier,olivierrudas0572050@gmail.com,780572050
0.releases.2416.parties.9,0.releases.2416,0,RW-RRA-SUPLR-baa291f22f3acdf857e0e4483753fd7bc59db33c4d9c9bc94f80d5f3b0450935,AMYTA GENERAL Ltd,tenderer,TIN,RW-RRA-SUPLR-baa291f22f3acdf857e0e4483753fd7bc59db33c4d9c9bc94f80d5f3b0450935,AMYTA GENERAL Ltd,NYARUNGENGE,RWA,,,Rwanda,NSENGIYUMVA  Felix,amytageneralltd@gmail.com,785526165
0.releases.2416.parties.10,0.releases.2416,0,RW-RRA-SUPLR-2fb920436fe5058ac34b83ca697da68fa607d1a9b454a9e4a33382f624c9d5a5,PACIFIKA PREMIUM COMPANY Ltd,tenderer,TIN,RW-RRA-SUPLR-2fb920436fe5058ac34b83ca697da68fa607d1a9b454a9e4a33382f624c9d5a5,PACIFIKA PREMIUM COMPANY Ltd,"YUSSA CITY CENTER, KN 48",RWA,,,Rwanda,BIZIMANA  Pacifique,bpacifique@gmail.com,"788823125, 796161937"
0.releases.2416.parties.11,0.releases.2416,0,RW-RRA-SUPLR-1f637afef45065dfc4da95bc1287c46727aed5a6e76ba4c58a962e421d176c4d,RV TECHNOLOGIES Ltd,tenderer,TIN,RW-RRA-SUPLR-1f637afef45065dfc4da95bc1287c46727aed5a6e76ba4c58a962e421d176c4d,RV TECHNOLOGIES Ltd,NYARUGENGE,RWA,,,Rwanda,BOYI  Straton,boyistraton984@gmail.com,"784459534, 0784459534"
0.releases.2416.parties.12,0.releases.2416,0,RW-RRA-SUPLR-5b38049c5fbdcb8daa9532f1b6af1b3729e3c44f8acecacdd303e7c2c87e3333,T&M RELIABLE SOLUTIONS Ltd,tenderer,TIN,RW-RRA-SUPLR-5b38049c5fbdcb8daa9532f1b6af1b3729e3c44f8acecacdd303e7c2c87e3333,T&M RELIABLE SOLUTIONS Ltd,Kigali-Rwanda,RWA,,,Rwanda,TUYIKUNDE  Esperance,espetuyikunde5@gmail.com,0789942335
0.releases.2417.parties.0,0.releases.2417,0,RW-RRA-PE-cdc9670cc1821f565559563e24e1f3dda6d698caa3a64aa9a0efeab440e47065,KIGALI CITY,"procuringEntity,buyer",TIN,RW-RRA-PE-cdc9670cc1821f565559563e24e1f3dda6d698caa3a64aa9a0efeab440e47065,KIGALI CITY,"KN 3 Ave, 8","KN 3 Ave, 8","KN 3 Ave, 8",3527 Kigali,Rwanda,Kabahire Stella,skabahire@kigalicity.gov.rw,3260
0.releases.2417.parties.1,0.releases.2417,0,RW-RRA-SUPLR-4f0e5918fe784050ad1c5bd547785cb6393012174c5ca497beeff8d96e429201,CLUB HOUSE LA PALISSE  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-4f0e5918fe784050ad1c5bd547785cb6393012174c5ca497beeff8d96e429201,CLUB HOUSE LA PALISSE  LTD,kigali-Rwanda,RWA,,2387,Rwanda,MUKEZANGABO AUGUSTIN,daflapalissehotels2@gmail.com,"0788305505, 0788385505, 0788306111"
0.releases.2417.parties.2,0.releases.2417,0,RW-RRA-SUPLR-f85ac784a31ad1d2f7c18761cc9975cac16c58b734829dc63988a4d1f33d9d2c,CERCLESPORTIFDEKIGALI,"supplier,tenderer",TIN,RW-RRA-SUPLR-f85ac784a31ad1d2f7c18761cc9975cac16c58b734829dc63988a4d1f33d9d2c,CERCLESPORTIFDEKIGALI,NYARUGENGE,RWA,,,Rwanda,RUSANGANWA BAYIRO ADOLPHE,cerclesportifdekigali@gmail.com,0788664569
0.releases.2417.parties.3,0.releases.2417,0,RW-RRA-SUPLR-806acec851e66447f870de11254b7f1eb9ac5a9a1f7a694ecf4dfaf3896eca47,LE SANITAS  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-806acec851e66447f870de11254b7f1eb9ac5a9a1f7a694ecf4dfaf3896eca47,LE SANITAS  LTD,Niboye Kicukiro,RWA,,,Rwanda,RURANGWA  MARIE,rurangwamarie@gmail.com,0788304270
0.releases.2417.parties.4,0.releases.2417,0,RW-RRA-SUPLR-f6d4c36dd75cbd11bfbd3be9578942bba6ead368fb3ce4a924fc703bdae73729,SALLE POLYVALENTE TOP WORLD GYM-TONIC  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-f6d4c36dd75cbd11bfbd3be9578942bba6ead368fb3ce4a924fc703bdae73729,SALLE POLYVALENTE TOP WORLD GYM-TONIC  LTD,Kivugiza :,RWA,,,Rwanda,NDAHIRO  EDMOND,ndedmond9@gmail.com,"0788577191, 0788764000"
0.releases.2417.parties.5,0.releases.2417,0,RW-RRA-SUPLR-669534816ae7d11b6830f5124d9adbbc73d8ccdc68897f38f3e4b87e22db3e90,THE FITNESS FACTORY GYM AND GENERAL SUPPLY  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-669534816ae7d11b6830f5124d9adbbc73d8ccdc68897f38f3e4b87e22db3e90,THE FITNESS FACTORY GYM AND GENERAL SUPPLY  LTD,Nyarugenge,RWA,,,Rwanda,NIGENA  CYPRIEN,factorygym4@gmail.com,"0788491869, 0785981940, 0788677051"
0.releases.2417.parties.6,0.releases.2417,0,RW-RRA-SUPLR-904b07df1692046b82787e3633399cf5856e99314dada3fc88141e61e098d3c3,NYARUTARAMA SPORTS TRUST CLUB  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-904b07df1692046b82787e3633399cf5856e99314dada3fc88141e61e098d3c3,NYARUTARAMA SPORTS TRUST CLUB  LTD,NYARUTARAMA :,RWA,,6487 KIGALI,Rwanda,Tresor Egide GATETE,info.nsportsclub@gmail.com,"255119947, 0788306402"
0.releases.2417.parties.7,0.releases.2417,0,RW-RRA-SUPLR-989969058ad299a4897d65768164aa08ff9abbbe7da3000013a5cd99d69c2712,CHRIS COMPANY  LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-989969058ad299a4897d65768164aa08ff9abbbe7da3000013a5cd99d69c2712,CHRIS COMPANY  LTD,kigali,RWA,,329 KIGALI,Rwanda,NIYOYIZERA  Andre,chrishotel2018@yahoo.com,"0788824398, 0788471201, 0785872805"
0.releases.2417.parties.8,0.releases.2417,0,RW-RRA-SUPLR-0ab338c65e26b4ffc1022df0c5d6fb9173560b7247feb397e4fdcc912ac8e939,URBAN PARK SUITES LTD,"supplier,tenderer",TIN,RW-RRA-SUPLR-0ab338c65e26b4ffc1022df0c5d6fb9173560b7247feb397e4fdcc912ac8e939,URBAN PARK SUITES LTD,"KG 218 St, Gisimenti Remera, Gasabo, Kigali",RWA,,,Rwanda,MUNEZERO Esperance,ceo@urbanparksuites.com,"0788301405, 0784164755"
0.releases.2417.parties.9,0.releases.2417,0,RW-RRA-SUPLR-0fd41c44ff2f92c41096fa2498e05c8847fac1879b337b654a1f66d1e42966be,FITPIPO Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-0fd41c44ff2f92c41096fa2498e05c8847fac1879b337b654a1f66d1e42966be,FITPIPO Ltd,KG 372 St,RWA,,250,Rwanda,Yvan F. MUNYENGANGO,ivanmunye@gmail.com,0788585597
0.releases.2417.parties.10,0.releases.2417,0,RW-RRA-SUPLR-7bf687cdbb79fdc66fee03fc721287f90cb9708a3d5b45dae2bc379b74332854,BODYMAX FITNESS Ltd,"supplier,tenderer",TIN,RW-RRA-SUPLR-7bf687cdbb79fdc66fee03fc721287f90cb9708a3d5b45dae2bc379b74332854,BODYMAX FITNESS Ltd,Kicukiro - Kanombe - Giporoso - Hilltop Hotel,RWA,,,Rwanda,NIYONSENGA KARIM FAITH,info.bodymaxfit@gmail.com,"788358041, 788531112, 788531112"
