_link,_link_releases,_link_main,id,relationship,title,scheme,identifier
0.releases.1601.relatedProcesses.0,0.releases.1601,0,P000019/2025/2026/1903000000,planning,"A framework agreement for ICT equipment maintenance, support, and spare parts supply to governemt institutions",ocid,ocds-ozzobm-P000019/2025/2026/1903000000
0.releases.1602.relatedProcesses.0,0.releases.1602,0,P000009/2025/2026/6400000000,planning,Providing House furniture to the needy beneficiaries of Rulindo District,ocid,ocds-ozzobm-P000009/2025/2026/6400000000
0.releases.1603.relatedProcesses.0,0.releases.1603,0,P000006/2025/2026/5700000000,planning,Provision of Bulk SMS Services,ocid,ocds-ozzobm-P000006/2025/2026/5700000000
0.releases.1604.relatedProcesses.0,0.releases.1604,0,P000001/2025/2026/2314000000,planning,Supply of Assistive Devices,ocid,ocds-ozzobm-P000001/2025/2026/2314000000
0.releases.1605.relatedProcesses.0,0.releases.1605,0,P000019/2024/2025/0400000000,planning,Sports facilities,ocid,ocds-ozzobm-P000019/2024/2025/0400000000
0.releases.1606.relatedProcesses.0,0.releases.1606,0,P000019/2024/2025/0400000000,planning,Sports facilities,ocid,ocds-ozzobm-P000019/2024/2025/0400000000
0.releases.1607.relatedProcesses.0,0.releases.1607,0,P000095/2025/2026/8000000000,planning,supply of hand held metal detectors,ocid,ocds-ozzobm-P000095/2025/2026/8000000000
0.releases.1608.relatedProcesses.0,0.releases.1608,0,P000015/2025/2026/4300000000,planning,Tender for animal Insemination and Vaccination campaign through sanitary mandate,ocid,ocds-ozzobm-P000015/2025/2026/4300000000
0.releases.1609.relatedProcesses.0,0.releases.1609,0,P000028/2025/2026/1606000000,planning,Framework contract for Production of Audio-Visual Content,ocid,ocds-ozzobm-P000028/2025/2026/1606000000
0.releases.1610.relatedProcesses.0,0.releases.1610,0,P000025/2025/2026/6100003001,planning,Purchase biohazard plastic bags and other waste management materials,ocid,ocds-ozzobm-P000025/2025/2026/6100003001
0.releases.1611.relatedProcesses.0,0.releases.1611,0,P000049/2024/2025/5700000000,planning,Provision of Animal Insermination and Vaccination Services,ocid,ocds-ozzobm-P000049/2024/2025/5700000000
0.releases.1612.relatedProcesses.0,0.releases.1612,0,P000049/2024/2025/5700000000,planning,Provision of Animal Insermination and Vaccination Services,ocid,ocds-ozzobm-P000049/2024/2025/5700000000
0.releases.1613.relatedProcesses.0,0.releases.1613,0,P000039/2025/2026/0902000001,planning,"Hiring service provider to provide technical assistance for readiness to certification for agricultural export products (Coffee, Tea and Horticulture)",ocid,ocds-ozzobm-P000039/2025/2026/0902000001
0.releases.1614.relatedProcesses.0,0.releases.1614,0,P000019/2025/2026/4300000000,planning,Hiring a bailiff on behalf of Kayonza District,ocid,ocds-ozzobm-P000019/2025/2026/4300000000
0.releases.1615.relatedProcesses.0,0.releases.1615,0,P000036/2023/2024/1700000000,planning,"Provision of Hotels Services to NPPA  in Kigali City (Accommodation, Meeting Rooms, Outside Catering)",ocid,ocds-ozzobm-P000036/2023/2024/1700000000
0.releases.1616.relatedProcesses.0,0.releases.1616,0,P000003/2025/2026/5100003001,planning,Insurance of Buildings and Equipment's Hospital,ocid,ocds-ozzobm-P000003/2025/2026/5100003001
0.releases.1617.relatedProcesses.0,0.releases.1617,0,P000005/2025/2026/4700000000,planning,Annual framework tender for maintenance and repair of district vehicles and motorcycles ( garage services),ocid,ocds-ozzobm-P000005/2025/2026/4700000000
0.releases.1618.relatedProcesses.0,0.releases.1618,0,P000084/2025/2026/6300000000,planning,Construction of Adeper-GS Muhoza-Bralirwa asphalt road,ocid,ocds-ozzobm-P000084/2025/2026/6300000000
0.releases.1619.relatedProcesses.0,0.releases.1619,0,P000018/2025/2026/4700000000,planning,Annual framework tender for management of Ngoma  cementery,ocid,ocds-ozzobm-P000018/2025/2026/4700000000
0.releases.1620.relatedProcesses.0,0.releases.1620,0,P000048/2025/2026/0701000000,planning,SUPPLY OF SPARE PARTS FOR GENERATORS FOR FPU ROTATIONS ON FRAMEWORK AGREEMENT,ocid,ocds-ozzobm-P000048/2025/2026/0701000000
0.releases.1621.relatedProcesses.0,0.releases.1621,0,P000011/2024/2025/8300000000,planning,Framework contract for Car Wash for a period of one year renewable twice,ocid,ocds-ozzobm-P000011/2024/2025/8300000000
0.releases.1622.relatedProcesses.0,0.releases.1622,0,P000001/2025/2026/6100003001,planning,"Purchase materials, Furnitures, maintenance and rehabilitation infrastructure of BUTAROLevel Two Teaching Hospital (including water supply materials )",ocid,ocds-ozzobm-P000001/2025/2026/6100003001
0.releases.1623.relatedProcesses.0,0.releases.1623,0,P000052/2025/2026/0902000000,planning,Tender for acquisition of laboratory equipment under CDAT funds,ocid,ocds-ozzobm-P000052/2025/2026/0902000000
0.releases.1624.relatedProcesses.0,0.releases.1624,0,P000019/2025/2026/4700000000,planning,Annual framework tender for maintenance and rehabilitation  works of Huye district buildings and infrastructures,ocid,ocds-ozzobm-P000019/2025/2026/4700000000
0.releases.1625.relatedProcesses.0,0.releases.1625,0,P000078/2022/2023/4200000000,planning,"Tender for protection of ditches and radical terraces using  cuttings,trees and grasses",ocid,ocds-ozzobm-P000078/2022/2023/4200000000
0.releases.1626.relatedProcesses.0,0.releases.1626,0,P000021/2023/2024/2500001000,planning,Execution works of ravines rehabilitation in and around Nyabiheke and Mahama refugee camps,ocid,ocds-ozzobm-P000021/2023/2024/2500001000
0.releases.1627.relatedProcesses.0,0.releases.1627,0,P000046/2025/2026/2318000000,planning,"Supply and delivery of shoes, clothes and bedding materials at NRS and its Centers",ocid,ocds-ozzobm-P000046/2025/2026/2318000000
0.releases.1628.relatedProcesses.0,0.releases.1628,0,P000046/2025/2026/2318000000,planning,"Supply and delivery of shoes, clothes and bedding materials at NRS and its Centers",ocid,ocds-ozzobm-P000046/2025/2026/2318000000
0.releases.1629.relatedProcesses.0,0.releases.1629,0,P000058/2024/2025/2318000000,planning,Provision of maritime transport across lake Kivu,ocid,ocds-ozzobm-P000058/2024/2025/2318000000
0.releases.1630.relatedProcesses.0,0.releases.1630,0,P000014/2024/2025/2903001000,planning,Provision of Hotel services(3 stars)  under framework contract,ocid,ocds-ozzobm-P000014/2024/2025/2903001000
0.releases.1631.relatedProcesses.0,0.releases.1631,0,P000038/2025/2026/1202000000,planning,Hiring of individual consultant to conduct the 2025/26 User Satisfaction Survey.,ocid,ocds-ozzobm-P000038/2025/2026/1202000000
0.releases.1632.relatedProcesses.0,0.releases.1632,0,P000001/2025/2026/5000003003,planning,Provision of cleaning services and Gardening,ocid,ocds-ozzobm-P000001/2025/2026/5000003003
0.releases.1633.relatedProcesses.0,0.releases.1633,0,P000001/2025/2026/2800000000,planning,supply of Office Stationery under Framework agreement,ocid,ocds-ozzobm-P000001/2025/2026/2800000000
0.releases.1634.relatedProcesses.0,0.releases.1634,0,P000040/2024/2025/5000000000,planning,Reception of visitors for District under framework agreement,ocid,ocds-ozzobm-P000040/2024/2025/5000000000
0.releases.1635.relatedProcesses.0,0.releases.1635,0,P000014/2024/2025/5600000000,planning,"Banners  T -SHIRT,SINPOST,DEPLIAT AND CURTAINS",ocid,ocds-ozzobm-P000014/2024/2025/5600000000
0.releases.1636.relatedProcesses.0,0.releases.1636,0,P000036/2023/2024/1700000000,planning,"Provision of Hotels Services to NPPA  in Kigali City (Accommodation, Meeting Rooms, Outside Catering)",ocid,ocds-ozzobm-P000036/2023/2024/1700000000
0.releases.1637.relatedProcesses.0,0.releases.1637,0,P000005/2024/2025/5200003001,planning,Provision of communication services (closed user group) and airtime Cards,ocid,ocds-ozzobm-P000005/2024/2025/5200003001
0.releases.1638.relatedProcesses.0,0.releases.1638,0,P000007/2025/2026/2901000000,planning,Provision of parking services,ocid,ocds-ozzobm-P000007/2025/2026/2901000000
0.releases.1639.relatedProcesses.0,0.releases.1639,0,P000063/2025/2026/5900000000,planning,Execution work for  Rehabilitatation and upgrading Yove Health Center,ocid,ocds-ozzobm-P000063/2025/2026/5900000000
0.releases.1640.relatedProcesses.0,0.releases.1640,0,P000014/2024/2025/1200000000,planning,Provision of Maintenance Services & Repair Program for Elevator,ocid,ocds-ozzobm-P000014/2024/2025/1200000000
0.releases.1641.relatedProcesses.0,0.releases.1641,0,P000045/2023/2024/1804000000,planning,Rental of office space to accommodate RCA,ocid,ocds-ozzobm-P000045/2023/2024/1804000000
0.releases.1642.relatedProcesses.0,0.releases.1642,0,P000037/2025/2026/5700000000,planning,Refreshment for District staffs Re-advertised,ocid,ocds-ozzobm-P000037/2025/2026/5700000000
0.releases.1643.relatedProcesses.0,0.releases.1643,0,P000037/2025/2026/5700000000,planning,Refreshment for District staffs Re-advertised,ocid,ocds-ozzobm-P000037/2025/2026/5700000000
0.releases.1644.relatedProcesses.0,0.releases.1644,0,P000086/2025/2026/0702000000,planning,Insurance of RCS Animals,ocid,ocds-ozzobm-P000086/2025/2026/0702000000
0.releases.1645.relatedProcesses.0,0.releases.1645,0,P000091/2025/2026/0702000000,planning,Acquisition of Batteries for RCS Vehicles and Motorcycles,ocid,ocds-ozzobm-P000091/2025/2026/0702000000
0.releases.1646.relatedProcesses.0,0.releases.1646,0,P000013/2025/2026/5400003002,planning,TENDER FOR TRANSPORT,ocid,ocds-ozzobm-P000013/2025/2026/5400003002
0.releases.1647.relatedProcesses.0,0.releases.1647,0,P000258/2023/2024/1804000000,planning,Supervision of rehabilitation works of Kamonyi Research Center,ocid,ocds-ozzobm-P000258/2023/2024/1804000000
0.releases.1648.relatedProcesses.0,0.releases.1648,0,P000258/2023/2024/1804000000,planning,Supervision of rehabilitation works of Kamonyi Research Center,ocid,ocds-ozzobm-P000258/2023/2024/1804000000
0.releases.1649.relatedProcesses.0,0.releases.1649,0,P000086/2025/2026/0702000000,planning,Insurance of RCS Animals,ocid,ocds-ozzobm-P000086/2025/2026/0702000000
0.releases.1650.relatedProcesses.0,0.releases.1650,0,P000014/2025/2026/4900000000,planning,Vaccination & Insemination through Veterinary Sanitary Mandate,ocid,ocds-ozzobm-P000014/2025/2026/4900000000
0.releases.1651.relatedProcesses.0,0.releases.1651,0,P000045/2025/2026/0500000000,planning,Provision of Hotel services in Kigali City / out of Kigali City for Judiciary,ocid,ocds-ozzobm-P000045/2025/2026/0500000000
0.releases.1652.relatedProcesses.0,0.releases.1652,0,P000103/2022/2023/1903001001,planning,Tender to upgrade of electronic medical record and hospital management information system,ocid,ocds-ozzobm-P000103/2022/2023/1903001001
0.releases.1653.relatedProcesses.0,0.releases.1653,0,P000011/2025/2026/0106000000,planning,Transport services,ocid,ocds-ozzobm-P000011/2025/2026/0106000000
0.releases.1654.relatedProcesses.0,0.releases.1654,0,P000091/2025/2026/0702000000,planning,Acquisition of Batteries for RCS Vehicles and Motorcycles,ocid,ocds-ozzobm-P000091/2025/2026/0702000000
0.releases.1655.relatedProcesses.0,0.releases.1655,0,P000032/2022/2023/6200000000,planning,Providing cleaning service for Gicumbi District,ocid,ocds-ozzobm-P000032/2022/2023/6200000000
0.releases.1656.relatedProcesses.0,0.releases.1656,0,P000038/2021/2022/5600000000,planning,Tender for maintenance of vehicles  and moto vehicles,ocid,ocds-ozzobm-P000038/2021/2022/5600000000
0.releases.1657.relatedProcesses.0,0.releases.1657,0,P000027/2024/2025/2306570000,planning,Provision of cleaning service,ocid,ocds-ozzobm-P000027/2024/2025/2306570000
0.releases.1658.relatedProcesses.0,0.releases.1658,0,P000043/2024/2025/2318000000,planning,Supply and Delivery training materials at NRS centers,ocid,ocds-ozzobm-P000043/2024/2025/2318000000
0.releases.1659.relatedProcesses.0,0.releases.1659,0,P000062/2025/2026/0701000000,planning,SUPPLY OF DIFFERENT REQUIREMENTS FOR REINFORCEMENT IN FPU PHASE III,ocid,ocds-ozzobm-P000062/2025/2026/0701000000
0.releases.1660.relatedProcesses.0,0.releases.1660,0,P000062/2025/2026/0701000000,planning,SUPPLY OF DIFFERENT REQUIREMENTS FOR REINFORCEMENT IN FPU PHASE III,ocid,ocds-ozzobm-P000062/2025/2026/0701000000
0.releases.1661.relatedProcesses.0,0.releases.1661,0,P000004/2025/2026/5900000000,planning,Supervision of Execution works for  Rehabilitation and upgrading Yove Health Center,ocid,ocds-ozzobm-P000004/2025/2026/5900000000
0.releases.1662.relatedProcesses.0,0.releases.1662,0,P000041/2025/2026/1903000000,planning,Framework agreement for Provision of sports and recreational facilities and services for RISA staff,ocid,ocds-ozzobm-P000041/2025/2026/1903000000
0.releases.1663.relatedProcesses.0,0.releases.1663,0,P000041/2025/2026/1903000000,planning,Framework agreement for Provision of sports and recreational facilities and services for RISA staff,ocid,ocds-ozzobm-P000041/2025/2026/1903000000
0.releases.1664.relatedProcesses.0,0.releases.1664,0,P000041/2025/2026/1903000000,planning,Framework agreement for Provision of sports and recreational facilities and services for RISA staff,ocid,ocds-ozzobm-P000041/2025/2026/1903000000
0.releases.1665.relatedProcesses.0,0.releases.1665,0,P000016/2023/2024/1903001001,planning,Tender for Civil Registration Archives Digitization,ocid,ocds-ozzobm-P000016/2023/2024/1903001001
0.releases.1666.relatedProcesses.0,0.releases.1666,0,P000002/2025/2026/5900000000,planning,Supervision of Execution work for Rehabilitation and upgrading of Mwezi health center(Phase 2) in Karengera Sector in Nyamasheke District,ocid,ocds-ozzobm-P000002/2025/2026/5900000000
0.releases.1667.relatedProcesses.0,0.releases.1667,0,P000016/2023/2024/5900000000,planning,Tender for transport services in Nyamasheke District,ocid,ocds-ozzobm-P000016/2023/2024/5900000000
0.releases.1668.relatedProcesses.0,0.releases.1668,0,P000020/2024/2025/1200000000,planning,"Provision of Venue for Meetings, Conferences and Accommodation",ocid,ocds-ozzobm-P000020/2024/2025/1200000000
0.releases.1669.relatedProcesses.0,0.releases.1669,0,P000020/2024/2025/1200000000,planning,"Provision of Venue for Meetings, Conferences and Accommodation",ocid,ocds-ozzobm-P000020/2024/2025/1200000000
0.releases.1670.relatedProcesses.0,0.releases.1670,0,P000013/2024/2025/0110000000,planning,PROVISION OF INSURANCE OF ASSET,ocid,ocds-ozzobm-P000013/2024/2025/0110000000
0.releases.1671.relatedProcesses.0,0.releases.1671,0,P000171/2025/2026/1203000000,planning,"Production, supply and installation of specialized printing materials to RRA such as Notepads, Danglers (framework contract)",ocid,ocds-ozzobm-P000171/2025/2026/1203000000
0.releases.1672.relatedProcesses.0,0.releases.1672,0,P000082/2025/2026/0901000000,planning,Supply of  Rabbit cages,ocid,ocds-ozzobm-P000082/2025/2026/0901000000
0.releases.1673.relatedProcesses.0,0.releases.1673,0,P000080/2025/2026/0901000000,planning,"Supply of Specialized equipment in poultry, pig, and Rabbit",ocid,ocds-ozzobm-P000080/2025/2026/0901000000
0.releases.1674.relatedProcesses.0,0.releases.1674,0,P000044/2025/2026/6400000000,planning,"Maintenance, Renovation and Rehabilitation of Rulindo District Infrastructures",ocid,ocds-ozzobm-P000044/2025/2026/6400000000
0.releases.1675.relatedProcesses.0,0.releases.1675,0,P000212/2024/2025/1804000000,planning,Supply and Installation of FIFA approved artificial Turf at Huye Stadium and returning floodlights borrowed from Rubavu,ocid,ocds-ozzobm-P000212/2024/2025/1804000000
0.releases.1676.relatedProcesses.0,0.releases.1676,0,P000044/2025/2026/6400000000,planning,"Maintenance, Renovation and Rehabilitation of Rulindo District Infrastructures",ocid,ocds-ozzobm-P000044/2025/2026/6400000000
0.releases.1677.relatedProcesses.0,0.releases.1677,0,P000044/2025/2026/6400000000,planning,"Maintenance, Renovation and Rehabilitation of Rulindo District Infrastructures",ocid,ocds-ozzobm-P000044/2025/2026/6400000000
0.releases.1678.relatedProcesses.0,0.releases.1678,0,P000075/2025/2026/6500000000,planning,SUPERVISION FOR CONSTRUCTION OF LATRINES AT EP KARAMA IN JANJA SECTOR,ocid,ocds-ozzobm-P000075/2025/2026/6500000000
0.releases.1679.relatedProcesses.0,0.releases.1679,0,P000062/2025/2026/0701000000,planning,SUPPLY OF DIFFERENT REQUIREMENTS FOR REINFORCEMENT IN FPU PHASE III,ocid,ocds-ozzobm-P000062/2025/2026/0701000000
0.releases.1680.relatedProcesses.0,0.releases.1680,0,P000087/2022/2023/1804000000,planning,Supervision of Construction Works of 500 housing units with infrastructure,ocid,ocds-ozzobm-P000087/2022/2023/1804000000
0.releases.1681.relatedProcesses.0,0.releases.1681,0,P000087/2022/2023/1804000000,planning,Supervision of Construction Works of 500 housing units with infrastructure,ocid,ocds-ozzobm-P000087/2022/2023/1804000000
0.releases.1682.relatedProcesses.0,0.releases.1682,0,P000219/2023/2024/1804000000,planning,Framework contract for design and supervision of urgent government construction projects,ocid,ocds-ozzobm-P000219/2023/2024/1804000000
0.releases.1683.relatedProcesses.0,0.releases.1683,0,P000011/2025/2026/1200000000,planning,Consultancy Services for Developing Standard Operating Procedures for MINECOFIN Service Delivery,ocid,ocds-ozzobm-P000011/2025/2026/1200000000
0.releases.1684.relatedProcesses.0,0.releases.1684,0,P000008/2025/2026/0901000000,planning,Works for the rehabilitation of Irrigation Infrastructures,ocid,ocds-ozzobm-P000008/2025/2026/0901000000
0.releases.1685.relatedProcesses.0,0.releases.1685,0,P000116/2023/2024/0901000000,planning,Provision of transport services to RAB Staff,ocid,ocds-ozzobm-P000116/2023/2024/0901000000
0.releases.1686.relatedProcesses.0,0.releases.1686,0,P000020/2025/2026/2315000000,planning,Service Level Agreement for AVID products,ocid,ocds-ozzobm-P000020/2025/2026/2315000000
0.releases.1687.relatedProcesses.0,0.releases.1687,0,P000067/2024/2025/1605000000,planning,Maintenance of Laboratory information system at NRL,ocid,ocds-ozzobm-P000067/2024/2025/1605000000
0.releases.1688.relatedProcesses.0,0.releases.1688,0,P000026/2025/2026/2300000000,planning,Tender for the  Airtime and space in different media platforms,ocid,ocds-ozzobm-P000026/2025/2026/2300000000
0.releases.1689.relatedProcesses.0,0.releases.1689,0,P000026/2024/2025/5100003001,planning,SUPPLY OF RESTAURENT AND HOTEL SERVICES TO REMERA RUKOMA HOSPITAL,ocid,ocds-ozzobm-P000026/2024/2025/5100003001
0.releases.1690.relatedProcesses.0,0.releases.1690,0,P000012/2024/2025/5100003001,planning,"Office Supplies, consumables and printing services",ocid,ocds-ozzobm-P000012/2024/2025/5100003001
0.releases.1691.relatedProcesses.0,0.releases.1691,0,P000020/2025/2026/1001000000,planning,"Supply, installation and training on RSB Laboratory Management System for metrology laboratories and upgrading existing system for testing laboratories",ocid,ocds-ozzobm-P000020/2025/2026/1001000000
0.releases.1692.relatedProcesses.0,0.releases.1692,0,P000004/2025/2026/2903001008,planning,Review of the management plan of Gishwati-Mukura national park,ocid,ocds-ozzobm-P000004/2025/2026/2903001008
0.releases.1693.relatedProcesses.0,0.releases.1693,0,P000073/2024/2025/1802000000,planning,"Consultancy Services for Supervision of Urgent Works of Rehabilitation /Repair of Selected Damaged Unpaved National Road Sections in Northern Province,Rwand",ocid,ocds-ozzobm-P000073/2024/2025/1802000000
0.releases.1694.relatedProcesses.0,0.releases.1694,0,P000076/2024/2025/1802000000,planning,"Consultancy Services for Supervision of Urgent Works of Rehabilitation /Repair of Selected, Damaged and Unpaved District Road Sections in Southern Province,Rwanda",ocid,ocds-ozzobm-P000076/2024/2025/1802000000
0.releases.1695.relatedProcesses.0,0.releases.1695,0,P000019/2025/2026/4300000000,planning,Hiring a bailiff on behalf of Kayonza District,ocid,ocds-ozzobm-P000019/2025/2026/4300000000
0.releases.1696.relatedProcesses.0,0.releases.1696,0,P000015/2025/2026/4300000000,planning,Tender for animal Insemination and Vaccination campaign through sanitary mandate,ocid,ocds-ozzobm-P000015/2025/2026/4300000000
0.releases.1697.relatedProcesses.0,0.releases.1697,0,P000026/2025/2026/4300000000,planning,Supply of Agricultural Inputs and Irrigation Equipment for Crop Trials and Model Farms,ocid,ocds-ozzobm-P000026/2025/2026/4300000000
0.releases.1698.relatedProcesses.0,0.releases.1698,0,P000042/2025/2026/2318000000,planning,Supply and Delivery training materials at NRS centers,ocid,ocds-ozzobm-P000042/2025/2026/2318000000
0.releases.1699.relatedProcesses.0,0.releases.1699,0,P000046/2025/2026/2318000000,planning,"Supply and delivery of shoes, clothes and bedding materials at NRS and its Centers",ocid,ocds-ozzobm-P000046/2025/2026/2318000000
0.releases.1700.relatedProcesses.0,0.releases.1700,0,P000012/2025/2026/1001000000,planning,Provision of hotel services in Muhanga (Framework contract),ocid,ocds-ozzobm-P000012/2025/2026/1001000000
0.releases.1701.relatedProcesses.0,0.releases.1701,0,P000005/2025/2026/2318000000,planning,Provision for service of Empting toilets and fosses at Gitagata Rehabilitation Center,ocid,ocds-ozzobm-P000005/2025/2026/2318000000
0.releases.1702.relatedProcesses.0,0.releases.1702,0,P000043/2024/2025/2318000000,planning,Supply and Delivery training materials at NRS centers,ocid,ocds-ozzobm-P000043/2024/2025/2318000000
0.releases.1703.relatedProcesses.0,0.releases.1703,0,P000050/2024/2025/1001000000,planning,Supply and installation of office furniture for Rwanda Standards Board (framework contract),ocid,ocds-ozzobm-P000050/2024/2025/1001000000
0.releases.1704.relatedProcesses.0,0.releases.1704,0,P000016/2025/2026/5800000000,planning,Supply and installation of health centers equipment(PHASE II),ocid,ocds-ozzobm-P000016/2025/2026/5800000000
0.releases.1705.relatedProcesses.0,0.releases.1705,0,P000020/2025/2026/5800000000,planning,Provide Girinka package under framework agreement,ocid,ocds-ozzobm-P000020/2025/2026/5800000000
0.releases.1706.relatedProcesses.0,0.releases.1706,0,P000017/2024/2025/2301000000,planning,TV and Radio production,ocid,ocds-ozzobm-P000017/2024/2025/2301000000
0.releases.1707.relatedProcesses.0,0.releases.1707,0,P000005/2025/2026/5100003001,planning,"Decoration and sonolisation services (location chairs,tents, Cameras).",ocid,ocds-ozzobm-P000005/2025/2026/5100003001
0.releases.1708.relatedProcesses.0,0.releases.1708,0,P000002/2025/2026/2301000000,planning,Adverts and announcements,ocid,ocds-ozzobm-P000002/2025/2026/2301000000
0.releases.1709.relatedProcesses.0,0.releases.1709,0,P000077/2024/2025/4200000000,planning,"Feasibility Study for upgrading and rehabilitation of 4 markets (Kabarore, Rwagitima, Kiramuruzi and Muhura) in Gatsibo District",ocid,ocds-ozzobm-P000077/2024/2025/4200000000
0.releases.1710.relatedProcesses.0,0.releases.1710,0,P000077/2024/2025/4200000000,planning,"Feasibility Study for upgrading and rehabilitation of 4 markets (Kabarore, Rwagitima, Kiramuruzi and Muhura) in Gatsibo District",ocid,ocds-ozzobm-P000077/2024/2025/4200000000
0.releases.1711.relatedProcesses.0,0.releases.1711,0,P000001/2025/2026/6000000000,planning,Construction of Gahabwa Center- Bikono -Muramba chip seal road of ( 3.743km),ocid,ocds-ozzobm-P000001/2025/2026/6000000000
0.releases.1712.relatedProcesses.0,0.releases.1712,0,P000015/2025/2026/1001000000,planning,Framework contract for the supply of sports equipment to RSB staff,ocid,ocds-ozzobm-P000015/2025/2026/1001000000
0.releases.1713.relatedProcesses.0,0.releases.1713,0,P000029/2025/2026/1602000000,planning,Provision of Sports and recreational facilities and services,ocid,ocds-ozzobm-P000029/2025/2026/1602000000
0.releases.1714.relatedProcesses.0,0.releases.1714,0,P000001/2025/2026/1602000000,planning,Supply of Cleaning& Hygiene materials,ocid,ocds-ozzobm-P000001/2025/2026/1602000000
0.releases.1715.relatedProcesses.0,0.releases.1715,0,P000062/2025/2026/7000000000,planning,"Provision of Online, Radio and TV broadcasting services",ocid,ocds-ozzobm-P000062/2025/2026/7000000000
0.releases.1716.relatedProcesses.0,0.releases.1716,0,P000062/2025/2026/7000000000,planning,"Provision of Online, Radio and TV broadcasting services",ocid,ocds-ozzobm-P000062/2025/2026/7000000000
0.releases.1717.relatedProcesses.0,0.releases.1717,0,P000027/2025/2026/7000000000,planning,Construction of Busanza Youth Centre /Playground,ocid,ocds-ozzobm-P000027/2025/2026/7000000000
0.releases.1718.relatedProcesses.0,0.releases.1718,0,P000008/2025/2026/5600003001,planning,"Tender for Medical equipment maintenance  (Echographie, Radiographie, Anesthesia machine, patient monitors, incubetors, ...)",ocid,ocds-ozzobm-P000008/2025/2026/5600003001
0.releases.1719.relatedProcesses.0,0.releases.1719,0,P000008/2025/2026/5600003001,planning,"Tender for Medical equipment maintenance  (Echographie, Radiographie, Anesthesia machine, patient monitors, incubetors, ...)",ocid,ocds-ozzobm-P000008/2025/2026/5600003001
0.releases.1720.relatedProcesses.0,0.releases.1720,0,P000068/2025/2026/0702000000,planning,Construction works of Canteen and Kitchen at Nyamasheke Correctional Facility,ocid,ocds-ozzobm-P000068/2025/2026/0702000000
0.releases.1721.relatedProcesses.0,0.releases.1721,0,P000037/2025/2026/1700000000,planning,Purchase of Books for NPPA/Re-Advertised,ocid,ocds-ozzobm-P000037/2025/2026/1700000000
0.releases.1722.relatedProcesses.0,0.releases.1722,0,P000002/2025/2026/2903000000,planning,Codification of Assets,ocid,ocds-ozzobm-P000002/2025/2026/2903000000
0.releases.1723.relatedProcesses.0,0.releases.1723,0,P000002/2025/2026/2903000000,planning,Codification of Assets,ocid,ocds-ozzobm-P000002/2025/2026/2903000000
0.releases.1724.relatedProcesses.0,0.releases.1724,0,P000024/2025/2026/7000001001,planning,Conduct preventive and curative maintenance of non- medical equipment and spare parts,ocid,ocds-ozzobm-P000024/2025/2026/7000001001
0.releases.1725.relatedProcesses.0,0.releases.1725,0,P000001/2025/2026/0829000000,planning,Production of graphic design and printing services for promotional materials,ocid,ocds-ozzobm-P000001/2025/2026/0829000000
0.releases.1726.relatedProcesses.0,0.releases.1726,0,P000013/2025/2026/2206000000,planning,Framework Contract for the Supply and Delivery of Office Consumables to the National Land Authority,ocid,ocds-ozzobm-P000013/2025/2026/2206000000
0.releases.1727.relatedProcesses.0,0.releases.1727,0,P000013/2025/2026/2206000000,planning,Framework Contract for the Supply and Delivery of Office Consumables to the National Land Authority,ocid,ocds-ozzobm-P000013/2025/2026/2206000000
0.releases.1728.relatedProcesses.0,0.releases.1728,0,P000013/2025/2026/2206000000,planning,Framework Contract for the Supply and Delivery of Office Consumables to the National Land Authority,ocid,ocds-ozzobm-P000013/2025/2026/2206000000
0.releases.1729.relatedProcesses.0,0.releases.1729,0,P000050/2025/2026/0902000000,planning,Tender for framework contract for supply and installation of office equipment (Furniture),ocid,ocds-ozzobm-P000050/2025/2026/0902000000
0.releases.1730.relatedProcesses.0,0.releases.1730,0,P000038/2025/2026/1808000000,planning,Feasibility and Detailed Design for the Rehabilitation and Upgrading of Kimisagara WTP,ocid,ocds-ozzobm-P000038/2025/2026/1808000000
0.releases.1731.relatedProcesses.0,0.releases.1731,0,P000037/2025/2026/1808000000,planning,Feasibility and Detailed Design for the Rehabilitation and Upgrading of Kimisagara WTP,ocid,ocds-ozzobm-P000037/2025/2026/1808000000
0.releases.1732.relatedProcesses.0,0.releases.1732,0,P000019/2025/2026/6600003001,planning,Purchase of ICT Equipment,ocid,ocds-ozzobm-P000019/2025/2026/6600003001
0.releases.1733.relatedProcesses.0,0.releases.1733,0,P000025/2025/2026/6600000000,planning,Tender for supply of Foodstuff for transit Center,ocid,ocds-ozzobm-P000025/2025/2026/6600000000
0.releases.1734.relatedProcesses.0,0.releases.1734,0,P000001/2025/2026/2903000000,planning,Provision of Cleaning Services at RFA Huye Headquater,ocid,ocds-ozzobm-P000001/2025/2026/2903000000
0.releases.1735.relatedProcesses.0,0.releases.1735,0,P000001/2025/2026/2903000000,planning,Provision of Cleaning Services at RFA Huye Headquater,ocid,ocds-ozzobm-P000001/2025/2026/2903000000
0.releases.1736.relatedProcesses.0,0.releases.1736,0,P000001/2025/2026/2903000000,planning,Provision of Cleaning Services at RFA Huye Headquater,ocid,ocds-ozzobm-P000001/2025/2026/2903000000
0.releases.1737.relatedProcesses.0,0.releases.1737,0,P000001/2025/2026/2903000000,planning,Provision of Cleaning Services at RFA Huye Headquater,ocid,ocds-ozzobm-P000001/2025/2026/2903000000
