_link,_link_releases,_link_releases_contracts,_link_main,id,date,description,rationale
0.releases.3478.contracts.0.amendments.6,0.releases.3478,0.releases.3478.contracts.0,0,ocds-ozzobm-000001/W/ICB/2022/2023/5500000000-CP-100420251201-8Y3qMgRnJG,2025-04-10T12:01:06Z,This amendment serves to extend the contract duration by 5 months starting from date of the expiration of the purchase order as recommended by PTC,This amendment serves to extend the contract duration by 5 months starting from date of the expiration of the purchase order as recommended by PTC
0.releases.3491.contracts.0.amendments.0,0.releases.3491,0.releases.3491.contracts.0,0,ocds-ozzobm-000005/W/NCB/2023/2024/1804000000-CP-260120261513-F2wgnv9k8d,2026-01-26T15:13:36Z,"The purpose of this amendment is to renew this contract for the period of one year, effective from 29/01/2026 to 28/01/2027.","The purpose of this amendment is to renew this contract for the period of one year, effective from 29/01/2026 to 28/01/2027."
0.releases.3495.contracts.0.amendments.0,0.releases.3495,0.releases.3495.contracts.0,0,ocds-ozzobm-000002/NC/SS/2023/2024/0700000000-CP-220120262352-0o71HPnQwc,2026-01-22T23:52:52Z,"This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is renewable for one year according to the article 56 of law N° 031/2022 0f 21/11/2022 governing public
procurement and to the performance evaluation of this existing framework.

Reference made to the performance report from user unit confirm better performance of this company and this service is still needed by the Ministry.","This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is renewable for one year according to the article 56 of law N° 031/2022 0f 21/11/2022 governing public
procurement and to the performance evaluation of this existing framework.

Reference made to the performance report from user unit confirm better performance of this company and this service is still needed by the Ministry."
0.releases.3495.contracts.0.amendments.1,0.releases.3495,0.releases.3495.contracts.0,0,ocds-ozzobm-000002/NC/SS/2023/2024/0700000000-CP-260120262141-ko9SGoriQE,2026-01-26T21:41:27Z,"This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is renewable for one year according to the article 56 of law N° 031/2022 0f 21/11/2022 governing public
procurement and to the performance evaluation of this existing framework.

Reference made to the performance report from user unit confirm better performance of this company and this service is still needed by the Ministry.","This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is renewable for one year according to the article 56 of law N° 031/2022 0f 21/11/2022 governing public
procurement and to the performance evaluation of this existing framework.

Reference made to the performance report from user unit confirm better performance of this company and this service is still needed by the Ministry."
0.releases.3495.contracts.0.amendments.2,0.releases.3495,0.releases.3495.contracts.0,0,ocds-ozzobm-000002/NC/SS/2023/2024/0700000000-CP-280120251600-CuBvqVHfnh,2025-01-28T16:00:08Z,This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is renewable for one year according to the article 56 of law N° 031/2022 0f 21/11/2022 governing public procurement and to the performance evaluation of this existing framework. Reference made to the report from user unit which conform that this service is still needed in the Ministry of Interior.,This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is renewable for one year according to the article 56 of law N° 031/2022 0f 21/11/2022 governing public procurement and to the performance evaluation of this existing framework. Reference made to the report from user unit which conform that this service is still needed in the Ministry of Interior.
0.releases.3495.contracts.0.amendments.3,0.releases.3495,0.releases.3495.contracts.0,0,ocds-ozzobm-000002/NC/SS/2023/2024/0700000000-CP-290120251638-9oeqZZp5FL,2025-01-29T16:38:46Z,This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is renewable for one year according to the article 56 of law N° 031/2022 0f 21/11/2022 governing public procurement and to the performance evaluation of this existing framework. Reference made to the report from user unit which conform that this service is still needed in the Ministry of Interior.,This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is renewable for one year according to the article 56 of law N° 031/2022 0f 21/11/2022 governing public procurement and to the performance evaluation of this existing framework. Reference made to the report from user unit which conform that this service is still needed in the Ministry of Interior.
0.releases.3495.contracts.0.amendments.4,0.releases.3495,0.releases.3495.contracts.0,0,ocds-ozzobm-000002/NC/SS/2023/2024/0700000000-CP-130820251735-9gujk0N2h3,2025-08-13T17:35:48Z,"This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is amended according to the article 54 of law N° 031/2022 0f 21/11/2022 governing public procurement said the “Procurement contract amendment” in paragraph one, states that any amendment to the procurement contract is made in writing and signed by both parties. 
Further reference is made to Recommendation Letter N°287/21.01/MINT, signed by the Hon. Minister of Interior, recommending that INTERSEC SECURITY COMPANY Ltd (ISCO Ltd) provide security services to all high-ranking state political leaders from 1st July 2025 to 30th June 2026, at the following agreed prices:
•	200,000 RWF (all taxes inclusive) for one unarmed security guard per month;
•	250,000 RWF (all taxes inclusive) for one armed security guard per month.

The Ministry of Interior proceed with the amendment of framework contract N°000002/NC/SS/2023/2024/MININTER. The amendment should include an update of the contract to reflect the new agreed prices for both armed and unarmed security guards from 1st July 2025 as recommended in the letter N°287/21.01/MINT. ","This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is amended according to the article 54 of law N° 031/2022 0f 21/11/2022 governing public procurement said the “Procurement contract amendment” in paragraph one, states that any amendment to the procurement contract is made in writing and signed by both parties. 
Further reference is made to Recommendation Letter N°287/21.01/MINT, signed by the Hon. Minister of Interior, recommending that INTERSEC SECURITY COMPANY Ltd (ISCO Ltd) provide security services to all high-ranking state political leaders from 1st July 2025 to 30th June 2026, at the following agreed prices:
•	200,000 RWF (all taxes inclusive) for one unarmed security guard per month;
•	250,000 RWF (all taxes inclusive) for one armed security guard per month.

The Ministry of Interior proceed with the amendment of framework contract N°000002/NC/SS/2023/2024/MININTER. The amendment should include an update of the contract to reflect the new agreed prices for both armed and unarmed security guards from 1st July 2025 as recommended in the letter N°287/21.01/MINT. "
0.releases.3495.contracts.0.amendments.5,0.releases.3495,0.releases.3495.contracts.0,0,ocds-ozzobm-000002/NC/SS/2023/2024/0700000000-CP-140820251559-Nn5mVcSJQ5,2025-08-14T15:59:23Z,"This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is amended according to the article 54 of law N° 031/2022 0f 21/11/2022 governing public procurement said the “Procurement contract amendment” in paragraph one, states that any amendment to the procurement contract is made in writing and signed by both parties. 
Further reference is made to Recommendation Letter N°287/21.01/MINT, signed by the Hon. Minister of Interior, recommending that INTERSEC SECURITY COMPANY Ltd (ISCO Ltd) provide security services to all high-ranking state political leaders from 1st July 2025 to 30th June 2026, at the following agreed prices:
•	200,000 RWF (all taxes inclusive) for one unarmed security guard per month;
•	250,000 RWF (all taxes inclusive) for one armed security guard per month.

The Ministry of Interior proceed with the amendment of framework contract N°000002/NC/SS/2023/2024/MININTER. The amendment should include an update of the contract to reflect the new agreed prices for both armed and unarmed security guards from 1st July 2025 as recommended in the letter N°287/21.01/MINT. ","This Framework Agreement for Provision of Security Guarding Service to the Residence of the Minister of Interior is amended according to the article 54 of law N° 031/2022 0f 21/11/2022 governing public procurement said the “Procurement contract amendment” in paragraph one, states that any amendment to the procurement contract is made in writing and signed by both parties. 
Further reference is made to Recommendation Letter N°287/21.01/MINT, signed by the Hon. Minister of Interior, recommending that INTERSEC SECURITY COMPANY Ltd (ISCO Ltd) provide security services to all high-ranking state political leaders from 1st July 2025 to 30th June 2026, at the following agreed prices:
•	200,000 RWF (all taxes inclusive) for one unarmed security guard per month;
•	250,000 RWF (all taxes inclusive) for one armed security guard per month.

The Ministry of Interior proceed with the amendment of framework contract N°000002/NC/SS/2023/2024/MININTER. The amendment should include an update of the contract to reflect the new agreed prices for both armed and unarmed security guards from 1st July 2025 as recommended in the letter N°287/21.01/MINT. "
0.releases.3500.contracts.0.amendments.0,0.releases.3500,0.releases.3500.contracts.0,0,ocds-ozzobm-000005/G/NCB/2023/2024/4000003001-CP-200120261223-0pLrUUnWmz,2026-01-20T12:23:14Z,This is a contract renewal of one year,This is a contract renewal of one year
0.releases.3500.contracts.0.amendments.1,0.releases.3500,0.releases.3500.contracts.0,0,ocds-ozzobm-000005/G/NCB/2023/2024/4000003001-CP-280120261050-lLiZmU5ORr,2026-01-28T10:50:55Z,This is a contract renewal of one year,This is a contract renewal of one year
0.releases.3500.contracts.0.amendments.2,0.releases.3500,0.releases.3500.contracts.0,0,ocds-ozzobm-000005/G/NCB/2023/2024/4000003001-CP-030120251230-XmYzBzyrNF,2025-01-03T12:30:26Z,This is a contract renewal of one year,This is a contract renewal of one year
0.releases.3500.contracts.0.amendments.3,0.releases.3500,0.releases.3500.contracts.0,0,ocds-ozzobm-000005/G/NCB/2023/2024/4000003001-CP-060120251208-NuVNff2hha,2025-01-06T12:08:49Z,This is a contract renewal of one year,This is a contract renewal of one year
0.releases.3501.contracts.0.amendments.0,0.releases.3501,0.releases.3501.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2024/2025/4000003001-CP-200120261135-mC2iX3HcHi,2026-01-20T11:35:58Z,Amendment contract,Amendment contract
0.releases.3501.contracts.0.amendments.1,0.releases.3501,0.releases.3501.contracts.0,0,ocds-ozzobm-000005/NC/NCB/2024/2025/4000003001-CP-230120261108-wd0lnuSRO3,2026-01-23T11:08:01Z,Amendment contract,Amendment contract
0.releases.3502.contracts.0.amendments.0,0.releases.3502,0.releases.3502.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/1417000000-CP-290120261412-2BlLhK7UjX,2026-01-29T14:12:45Z,"This is the first renewal of framework Contract for Subscription on TVs, News papers and Radios to UR, Lot 3: Newspapers.  the renewal period is one year effective from 29/01/2026.","This is the first renewal of framework Contract for Subscription on TVs, News papers and Radios to UR, Lot 3: Newspapers.  the renewal period is one year effective from 29/01/2026."
0.releases.3504.contracts.0.amendments.0,0.releases.3504,0.releases.3504.contracts.0,0,ocds-ozzobm-000003/G/NCB/2025/2026/4400000000-CP-290120261125-BbaK4102Yx,2026-01-29T11:25:53Z,"The purpose of this amendment is to extend the agreement for an additional one month period, from 04 February 2026 to 03 march 2026","The purpose of this amendment is to extend the agreement for an additional one month period, from 04 February 2026 to 03 march 2026"
0.releases.3510.contracts.0.amendments.0,0.releases.3510,0.releases.3510.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2023/2024/1001000000-CP-270120261106-WuczD40Srs,2026-01-27T11:06:24Z,"
This contract is renewed for a period of 1 year, effective from 18/02/2026 up to 17/02/2027.","
This contract is renewed for a period of 1 year, effective from 18/02/2026 up to 17/02/2027."
0.releases.3510.contracts.0.amendments.1,0.releases.3510,0.releases.3510.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2023/2024/1001000000-CP-200920241244-uNHZWMMmvj,2024-09-20T12:44:10Z,This contract amendment will include outside catering services,This contract amendment will include outside catering services
0.releases.3510.contracts.0.amendments.2,0.releases.3510,0.releases.3510.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2023/2024/1001000000-CP-300920240932-WlMYxszeEE,2024-09-30T09:32:47Z,This contract amendment will include outside catering services,This contract amendment will include outside catering services
0.releases.3510.contracts.0.amendments.3,0.releases.3510,0.releases.3510.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2023/2024/1001000000-CP-160220252039-cljaaQhTSd,2025-02-16T20:39:15Z,"-This contract amendment will include outside catering services
-This contract is renewed for a period of 1 year, effective from 19/02/2025 up to 18/02/2026","-This contract amendment will include outside catering services
-This contract is renewed for a period of 1 year, effective from 19/02/2025 up to 18/02/2026"
0.releases.3510.contracts.0.amendments.4,0.releases.3510,0.releases.3510.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2023/2024/1001000000-CP-210220251255-Dorp3jL5zI,2025-02-21T12:55:58Z,"-This contract amendment will include outside catering services
-This contract is renewed for a period of 1 year, effective from 19/02/2025 up to 18/02/2026","-This contract amendment will include outside catering services
-This contract is renewed for a period of 1 year, effective from 19/02/2025 up to 18/02/2026"
0.releases.3511.contracts.0.amendments.0,0.releases.3511,0.releases.3511.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2024/2025/1605000000-CP-280120261630-mUtlaVM0mO,2026-01-28T16:30:03Z,"The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable.
The amendment N°2 of the insurance service of the three new vehicle is Nine Million Seven Hundred Seventy-One Thousand and Nine Hundred Forty-Three Francs Rwandais (9,771,943 Frw) all taxes inclusive for the period of one-year renewable.","The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable.
The amendment N°2 of the insurance service of the three new vehicle is Nine Million Seven Hundred Seventy-One Thousand and Nine Hundred Forty-Three Francs Rwandais (9,771,943 Frw) all taxes inclusive for the period of one-year renewable."
0.releases.3511.contracts.0.amendments.1,0.releases.3511,0.releases.3511.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2024/2025/1605000000-CP-290120261610-CTG17adEDS,2026-01-29T16:10:37Z,"The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable.
The amendment N°2 of the insurance service of the three new vehicle is Nine Million Seven Hundred Seventy-One Thousand and Nine Hundred Forty-Three Francs Rwandais (9,771,943 Frw) all taxes inclusive for the period of one-year renewable.","The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable.
The amendment N°2 of the insurance service of the three new vehicle is Nine Million Seven Hundred Seventy-One Thousand and Nine Hundred Forty-Three Francs Rwandais (9,771,943 Frw) all taxes inclusive for the period of one-year renewable."
0.releases.3511.contracts.0.amendments.2,0.releases.3511,0.releases.3511.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2024/2025/1605000000-CP-290120261611-ANPSpWJcqf,2026-01-29T16:11:02Z,"The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable.
The amendment N°2 of the insurance service of the three new vehicle is Nine Million Seven Hundred Seventy-One Thousand and Nine Hundred Forty-Three Francs Rwandais (9,771,943 Frw) all taxes inclusive for the period of one-year renewable.","The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable.
The amendment N°2 of the insurance service of the three new vehicle is Nine Million Seven Hundred Seventy-One Thousand and Nine Hundred Forty-Three Francs Rwandais (9,771,943 Frw) all taxes inclusive for the period of one-year renewable."
0.releases.3511.contracts.0.amendments.3,0.releases.3511,0.releases.3511.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2024/2025/1605000000-CP-190920251319-2VtoLAjxVc,2025-09-19T13:19:42Z,"The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable.","The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable."
0.releases.3511.contracts.0.amendments.4,0.releases.3511,0.releases.3511.contracts.0,0,ocds-ozzobm-000018/NC/NCB/2024/2025/1605000000-CP-011020251612-Sdoetbnlfz,2025-10-01T16:12:41Z,"The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable.","The amendment N°1 of the insurance service of the new vehicle (Toyota Land Cruiser Hard Top/GR 964 E) is Four Million Five Hundred Seventy-Five Thousand and Forty-Six Francs Rwandais (4,575,046 Frw) all taxes inclusive for the period of one-year renewable."
0.releases.3523.contracts.0.amendments.0,0.releases.3523,0.releases.3523.contracts.0,0,ocds-ozzobm-000004/C/ICB/2022/2023/1802000000-CP-280120261558-8Ih2x8N2cT,2026-01-28T15:58:13Z,This is the renewal of initial contract for third year for period of twelve months (12months).,This is the renewal of initial contract for third year for period of twelve months (12months).
0.releases.3523.contracts.0.amendments.1,0.releases.3523,0.releases.3523.contracts.0,0,ocds-ozzobm-000004/C/ICB/2022/2023/1802000000-CP-290120261239-sgkeWYlDVT,2026-01-29T12:39:48Z,This is the renewal of initial contract for third year for period of twelve months (12months).,This is the renewal of initial contract for third year for period of twelve months (12months).
0.releases.3523.contracts.0.amendments.2,0.releases.3523,0.releases.3523.contracts.0,0,ocds-ozzobm-000004/C/ICB/2022/2023/1802000000-CP-300120251612-TS4hAkfuzR,2025-01-30T16:12:41Z,This is the renewal of initial contract for second year for period of twelve months .,This is the renewal of initial contract for second year for period of twelve months .
0.releases.3523.contracts.0.amendments.3,0.releases.3523,0.releases.3523.contracts.0,0,ocds-ozzobm-000004/C/ICB/2022/2023/1802000000-CP-310120251008-AUBWtpCqWz,2025-01-31T10:08:51Z,This is the renewal of initial contract for second year for period of twelve months .,This is the renewal of initial contract for second year for period of twelve months .
0.releases.3524.contracts.0.amendments.0,0.releases.3524,0.releases.3524.contracts.0,0,ocds-ozzobm-000004/C/ICB/2022/2023/1802000000-CP-280120261558-k9HOl9E5xj,2026-01-28T15:58:13Z,This is the renewal of initial contract for third year for period of twelve months (12months).,This is the renewal of initial contract for third year for period of twelve months (12months).
0.releases.3524.contracts.0.amendments.1,0.releases.3524,0.releases.3524.contracts.0,0,ocds-ozzobm-000004/C/ICB/2022/2023/1802000000-CP-290120261239-2jHLQuheGb,2026-01-29T12:39:48Z,This is the renewal of initial contract for third year for period of twelve months (12months).,This is the renewal of initial contract for third year for period of twelve months (12months).
0.releases.3524.contracts.0.amendments.2,0.releases.3524,0.releases.3524.contracts.0,0,ocds-ozzobm-000004/C/ICB/2022/2023/1802000000-CP-300120251612-ZxS30nVZZ8,2025-01-30T16:12:41Z,This is the renewal of initial contract for second year for period of twelve months .,This is the renewal of initial contract for second year for period of twelve months .
0.releases.3524.contracts.0.amendments.3,0.releases.3524,0.releases.3524.contracts.0,0,ocds-ozzobm-000004/C/ICB/2022/2023/1802000000-CP-310120251008-h1q4Qu6AX2,2025-01-31T10:08:51Z,This is the renewal of initial contract for second year for period of twelve months .,This is the renewal of initial contract for second year for period of twelve months .
0.releases.3525.contracts.0.amendments.0,0.releases.3525,0.releases.3525.contracts.0,0,ocds-ozzobm-000002/NC/NCB/2024/2025/8300000000-CP-270120261201-5M06TLqpE8,2026-01-27T12:01:36Z,Renewal of the framework contract for additional one year effective from 27/01/2026 to 26/01/2027. ,Renewal of the framework contract for additional one year effective from 27/01/2026 to 26/01/2027. 
0.releases.3525.contracts.0.amendments.1,0.releases.3525,0.releases.3525.contracts.0,0,ocds-ozzobm-000002/NC/NCB/2024/2025/8300000000-CP-120120261551-iomqa97Uhy,2026-01-12T15:51:59Z,Renewal of the framework contract for additional one year effective from 27/01/2026 to 26/01/2027. ,Renewal of the framework contract for additional one year effective from 27/01/2026 to 26/01/2027. 
0.releases.3526.contracts.0.amendments.0,0.releases.3526,0.releases.3526.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/1606000000-CP-260120261622-tj1rlcdKgF,2026-01-26T16:22:23Z,Contract renewal,Contract renewal
0.releases.3526.contracts.0.amendments.1,0.releases.3526,0.releases.3526.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/1606000000-CP-110220251241-c96DdHlseS,2025-02-11T12:41:54Z,Contract renewal,Contract renewal
0.releases.3526.contracts.0.amendments.2,0.releases.3526,0.releases.3526.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/1606000000-CP-170220250932-0hBDG5tAT4,2025-02-17T09:32:02Z,Contract renewal,Contract renewal
0.releases.3531.contracts.0.amendments.0,0.releases.3531,0.releases.3531.contracts.0,0,ocds-ozzobm-000007/NC/NCB/2024/2025/1412008000-CP-270120261648-eT6xGfT9C8,2026-01-27T16:48:45Z,This amendment is subjective to the extension of contract duration within one year starting on 31/1/2026 up to 30/01/2027,This amendment is subjective to the extension of contract duration within one year starting on 31/1/2026 up to 30/01/2027
0.releases.3531.contracts.0.amendments.1,0.releases.3531,0.releases.3531.contracts.0,0,ocds-ozzobm-000007/NC/NCB/2024/2025/1412008000-CP-290120261309-4Ci2KGI91n,2026-01-29T13:09:06Z,This amendment is subjective to the extension of contract duration within one year starting on 31/1/2026 up to 30/01/2027,This amendment is subjective to the extension of contract duration within one year starting on 31/1/2026 up to 30/01/2027
0.releases.3540.contracts.0.amendments.0,0.releases.3540,0.releases.3540.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/6200003001-CP-200120261332-ULQksCD06k,2026-01-20T13:32:54Z,"Renewal the contract for  Decoration, sonorisation and related services in  Byumba Level Two Teaching  Hospital Byumba Hospital for a period of one year according to the article 56 of the Law N° 031/2022 of 21/11/2022 governing public procurement.","Renewal the contract for  Decoration, sonorisation and related services in  Byumba Level Two Teaching  Hospital Byumba Hospital for a period of one year according to the article 56 of the Law N° 031/2022 of 21/11/2022 governing public procurement."
0.releases.3540.contracts.0.amendments.1,0.releases.3540,0.releases.3540.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2024/2025/6200003001-CP-290120261536-OhIM9S38eB,2026-01-29T15:36:54Z,"Renewal the contract for  Decoration, sonorisation and related services in  Byumba Level Two Teaching  Hospital Byumba Hospital for a period of one year according to the article 56 of the Law N° 031/2022 of 21/11/2022 governing public procurement.","Renewal the contract for  Decoration, sonorisation and related services in  Byumba Level Two Teaching  Hospital Byumba Hospital for a period of one year according to the article 56 of the Law N° 031/2022 of 21/11/2022 governing public procurement."
0.releases.3541.contracts.0.amendments.0,0.releases.3541,0.releases.3541.contracts.0,0,ocds-ozzobm-000002/C/NCB/2024/2025/5000000000-CP-260120261726-l9eceTveQk,2026-01-26T17:26:43Z,This amendment is about to renew this contract for a period of 12 month. ,This amendment is about to renew this contract for a period of 12 month. 
0.releases.3541.contracts.0.amendments.1,0.releases.3541,0.releases.3541.contracts.0,0,ocds-ozzobm-000002/C/NCB/2024/2025/5000000000-CP-260120261729-ZWVBMoAHvU,2026-01-26T17:29:04Z,This amendment is about to renew this contract for a period of 12 month. ,This amendment is about to renew this contract for a period of 12 month. 
0.releases.3541.contracts.0.amendments.2,0.releases.3541,0.releases.3541.contracts.0,0,ocds-ozzobm-000002/C/NCB/2024/2025/5000000000-CP-260120261829-q5qdb7H26e,2026-01-26T18:29:22Z,This amendment is about to renew this contract for a period of 12 month. ,This amendment is about to renew this contract for a period of 12 month. 
0.releases.3543.contracts.0.amendments.0,0.releases.3543,0.releases.3543.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/2206000000-CP-290120261114-6CofT9epEq,2026-01-29T11:14:46Z,"This renewal constitutes the second and final renewal of the initial contract entered into under the Framework Contract for the provision of Cleaning and Gardening Services for the National Land Authority Zonal Offices. The contract is signed for a period of one (1) year, commencing on 31 January 2026 and expiring on 31 January 2027. Upon expiry of this period, the framework contract shall stand fully exhausted, with no further renewals permissible","This renewal constitutes the second and final renewal of the initial contract entered into under the Framework Contract for the provision of Cleaning and Gardening Services for the National Land Authority Zonal Offices. The contract is signed for a period of one (1) year, commencing on 31 January 2026 and expiring on 31 January 2027. Upon expiry of this period, the framework contract shall stand fully exhausted, with no further renewals permissible"
0.releases.3543.contracts.0.amendments.1,0.releases.3543,0.releases.3543.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/2206000000-CP-280120251124-39AUsUGj05,2025-01-28T11:24:13Z,"This is a renewal of the initial contract, is first renewal of this contract related to the Framework Contract for cleaning and gardening National Land Authority zonal  Offices for the period of one year starting from January 31, 2025 ended to January 31, 2026","This is a renewal of the initial contract, is first renewal of this contract related to the Framework Contract for cleaning and gardening National Land Authority zonal  Offices for the period of one year starting from January 31, 2025 ended to January 31, 2026"
0.releases.3543.contracts.0.amendments.2,0.releases.3543,0.releases.3543.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/2206000000-CP-300120250929-SD3ky3EiWP,2025-01-30T09:29:51Z,"This is a renewal of the initial contract, is first renewal of this contract related to the Framework Contract for cleaning and gardening National Land Authority zonal  Offices for the period of one year starting from January 31, 2025 ended to January 31, 2026","This is a renewal of the initial contract, is first renewal of this contract related to the Framework Contract for cleaning and gardening National Land Authority zonal  Offices for the period of one year starting from January 31, 2025 ended to January 31, 2026"
0.releases.3552.contracts.0.amendments.0,0.releases.3552,0.releases.3552.contracts.0,0,ocds-ozzobm-000001/W/SS/2024/2025/1802000000-CP-230120261653-7XH5S7dgGj,2026-01-23T16:53:30Z,C.A No1.,C.A No1.
0.releases.3552.contracts.0.amendments.1,0.releases.3552,0.releases.3552.contracts.0,0,ocds-ozzobm-000001/W/SS/2024/2025/1802000000-CP-280120261332-cXi6tRy7ti,2026-01-28T13:32:01Z,C.A No1.,C.A No1.
0.releases.3556.contracts.0.amendments.0,0.releases.3556,0.releases.3556.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/1606000000-CP-260120261618-ayVRs4bQSh,2026-01-26T16:18:44Z,Contract renewal,Contract renewal
0.releases.3556.contracts.0.amendments.1,0.releases.3556,0.releases.3556.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/1606000000-CP-110220251227-BRupf4BazD,2025-02-11T12:27:12Z,Contract renewal,Contract renewal
0.releases.3556.contracts.0.amendments.2,0.releases.3556,0.releases.3556.contracts.0,0,ocds-ozzobm-000001/NC/NCB/2023/2024/1606000000-CP-170220251432-Givwr6SP4M,2025-02-17T14:32:24Z,Contract renewal,Contract renewal
0.releases.3575.contracts.0.amendments.0,0.releases.3575,0.releases.3575.contracts.0,0,ocds-ozzobm-000005/C/SS/2023/2024/0108000000-CP-300120261209-jYTIwyEd5z,2026-01-30T12:09:06Z,"The contract renewal for consultant services for incident resolution, stabilization, support, and maintenance of the Electronic Mortgage Registration System (EMRS) under a framework agreement that commenced on 5 February 2024 and is set to end on 5 February 2025 is hereby renewed for the first time, effective from 5 February 2025 to 5 February 2026.

 



","The contract renewal for consultant services for incident resolution, stabilization, support, and maintenance of the Electronic Mortgage Registration System (EMRS) under a framework agreement that commenced on 5 February 2024 and is set to end on 5 February 2025 is hereby renewed for the first time, effective from 5 February 2025 to 5 February 2026.

 



"
0.releases.3575.contracts.0.amendments.1,0.releases.3575,0.releases.3575.contracts.0,0,ocds-ozzobm-000005/C/SS/2023/2024/0108000000-CP-180320241626-0uyz81waD2,2024-03-18T16:26:05Z,"UAB Novian Technologies expressed the need for amendment of the initial contract signed on 05th February 2024 on the account number. 

Both parties have agreed to amend the initial contract and correct the account number and it has been approved by tender committee on 18th March 2024. 

The corrected account number is LT947290099010593379, with the corresponding Bank being AB Citadele bankas.

","UAB Novian Technologies expressed the need for amendment of the initial contract signed on 05th February 2024 on the account number. 

Both parties have agreed to amend the initial contract and correct the account number and it has been approved by tender committee on 18th March 2024. 

The corrected account number is LT947290099010593379, with the corresponding Bank being AB Citadele bankas.

"
